precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
31,PRAHOVA,"CĂMINUL CULTURAL GORNET",437,GORNET,133562,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:06:57",944,938,0,2,4,603,597,0,2,4,574,28,1000,398,430,97,13,28,6
31,PRAHOVA,"SCOALA GIMNAZIALA GORNET",436,GORNET,133562,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:01:40",957,952,0,3,2,631,626,0,3,2,603,28,1000,369,461,91,17,23,11
31,PRAHOVA,"SCOALA PRIMARA CUIB",438,GORNET,133562,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:23",236,236,0,0,0,131,131,0,0,0,127,4,294,163,102,20,1,2,2
31,PRAHOVA,"SCOALA PRIMARA NUCET",439,GORNET,133562,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:46:49",138,129,0,7,2,75,66,0,7,2,73,2,182,107,59,8,1,3,2
