precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"CASA COMUNITARĂ",158,LĂZAREA,84594,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:32:37",157,150,2,5,0,82,77,0,5,0,80,2,298,216,56,24
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”BETHLEN GÁBOR” LĂZAREA",157,LĂZAREA,84594,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:41",1105,1095,1,8,1,602,593,0,8,1,580,22,1200,598,317,263
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”BETHLEN GÁBOR” LĂZAREA",156,LĂZAREA,84594,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:57:54",1691,1655,5,8,23,918,896,1,3,18,883,35,1700,782,494,389
