precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VECIUNCA DANIEL-MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CARDAŞ IOAN-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DAVID DORU-IONEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","LUMINOSU SERGIU-DANIEL-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL HERENDEŞTI",610,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:25",386,370,3,12,1,223,210,0,12,1,210,13,418,195,35,143,32,0
37,TIMIŞ,"CĂMINUL CULTURAL HONORICI",611,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:25",270,261,0,3,6,186,177,0,3,6,183,3,300,114,6,69,105,3
37,TIMIŞ,"CĂMINUL CULTURAL PĂDURENI",612,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:36",140,128,2,8,2,80,69,1,8,2,76,4,200,120,1,46,25,4
37,TIMIŞ,"CĂMINUL CULTURAL V.V DELAMARINA",609,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:28",386,370,0,10,6,273,257,0,10,6,259,14,400,127,13,205,36,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ PETROASA MARE",613,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:59",873,867,1,4,1,375,370,0,4,1,357,18,900,525,46,191,111,9
37,TIMIŞ,"ŞCOALA PRIMARĂ VISAG",614,"VICTOR VLAD DELAMARINA",159259,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:27:16",276,269,0,7,0,126,119,0,7,0,121,5,300,174,9,84,21,7
