precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
25,ILFOV,"GRĂDINIŢA NR.1",152,BRĂNEŞTI,101298,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:48",1254,1250,0,4,0,706,702,0,4,0,673,33,1350,644,518,80,50,25
25,ILFOV,"GRADINITA NR.2",153,BRĂNEŞTI,101298,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:53:29",1034,1014,3,16,1,572,555,0,16,1,555,17,1093,521,403,71,42,39
25,ILFOV,"LICEUL TEORETIC ”TRAIAN LALESCU”",151,BRĂNEŞTI,101298,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:41:31",1889,1873,1,15,0,1078,1063,0,15,0,1036,42,2050,971,706,197,67,66
25,ILFOV,"ŞCOALA GENERALĂ DIN CARTIERUL BĂJENARI",149,BRĂNEŞTI,101298,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:48",1806,1791,1,14,0,983,969,0,14,0,948,35,2000,1017,665,142,83,58
25,ILFOV,"ŞCOALA GIMNAZIALA NR.1",148,BRĂNEŞTI,101298,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:24:40",1031,1029,1,1,0,551,550,0,1,0,533,18,1150,599,359,96,32,46
25,ILFOV,"SCOALA GIMNAZIALA NR.1 BRANESTI",150,BRĂNEŞTI,101298,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:10",1341,1328,0,13,0,727,714,0,13,0,701,26,1500,773,481,113,50,57
