precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I-IV VALEA CASELOR",415,LIPOVA,23207,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:58:28",392,381,0,7,4,227,216,0,7,4,208,19,400,173,71,105,10,11,1,5,5
4,BACĂU,"ŞCOALA CU CLASELE I-IV VALEA HOGEI",416,LIPOVA,23207,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:28",235,222,0,7,6,123,110,0,7,6,120,3,305,182,58,25,7,11,2,2,15
4,BACĂU,"ŞCOALA CU CLASELE I-VIII M.EMINESCU LIPOVA",412,LIPOVA,23207,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:16",505,489,1,5,10,258,243,0,5,10,242,16,500,236,144,19,24,42,0,6,7
4,BACĂU,"ŞCOALA CU CLASELE I-VIII MÎLOSU",413,LIPOVA,23207,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:27",772,762,0,7,3,423,413,0,7,3,394,24,800,382,175,163,8,33,4,10,1
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATU NOU",414,LIPOVA,23207,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:48:44",415,396,0,3,16,217,198,0,3,16,207,10,500,283,123,43,3,22,3,3,10
