precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
33,SĂLAJ,"CAMIN CULTURAL PRIA",110,CIZER,140547,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:38:52",374,310,0,58,6,275,211,0,58,6,266,9,382,107,67,6,141,24,10,18
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ CIZER",108,CIZER,140547,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:02:31",1350,1266,1,70,13,907,824,0,70,13,871,36,1350,443,315,50,282,56,135,33
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ PLESCA",109,CIZER,140547,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:54:56",171,155,0,11,5,102,86,0,11,5,101,1,200,98,28,2,22,38,10,1
