precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COBRESCU DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","LIŢOIU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NINCIULEANU PĂTRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CERCEL IULIAN-DANIEL-PARTIDUL PRO ROMÂNIA-voturi","TUDORACHE ANDREI-FLORIN-PARTIDUL S.O.S. ROMÂNIA-voturi","VÎLCU NICOLAE-FORȚA DREPTEI-voturi"
40,VÂLCEA,"ŞCOALA DEALUL VĂLENI",431,ZĂTRENI,174290,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:15:17",184,173,0,10,1,110,99,0,10,1,106,4,190,80,30,58,11,3,3,1
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ZĂTRENI",430,ZĂTRENI,174290,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:24:51",501,480,1,8,12,278,257,1,8,12,265,11,550,272,82,126,13,27,10,7
40,VÂLCEA,"ŞCOALA PRIMARĂ SĂSCIOARA",432,ZĂTRENI,174290,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:28:53",327,295,0,24,8,219,187,0,24,8,210,9,331,112,10,144,19,1,35,1
40,VÂLCEA,"ŞCOALA PRIMARĂ STANOMIRU",433,ZĂTRENI,174290,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:20:40",363,348,0,9,6,200,185,0,9,6,194,6,390,190,79,91,6,12,4,2
40,VÂLCEA,"ŞCOALA PRIMARĂ VĂLENI",434,ZĂTRENI,174290,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:52:18",341,325,0,8,8,216,200,0,8,8,207,9,370,154,33,140,7,11,16,0
