precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAN VASILE-DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","FARCAŞ SEBASTIAN-IRIMIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BLOJ COSMIN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
28,MUREŞ,"CĂMIN CULTURAL DULCEA",425,IBĂNEŞTI,117550,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:52:22",908,886,1,3,18,589,568,0,3,18,567,22,980,391,483,65,19
28,MUREŞ,"CENTRUL DE DOCUMENTARE ȘI INFORMARE",423,IBĂNEŞTI,117550,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:53:16",1351,1317,1,3,30,804,771,0,3,30,786,18,1442,638,514,144,128
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT IBĂNEŞTI-PĂDURE",426,IBĂNEŞTI,117550,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:28:56",793,774,0,1,18,482,463,0,1,18,469,13,860,378,272,171,26
28,MUREŞ,"SALĂ MANIFESTĂRI ISTICEU",424,IBĂNEŞTI,117550,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:20:58",294,286,0,2,6,294,286,0,2,6,283,11,520,223,186,62,35
