precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
20,GORJ,"ȘCOALA CU CLASELE I-IV BUCȘANA",273,PRIGORIA,81415,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:27",648,639,0,2,7,456,447,0,2,7,425,31,700,244,46,43,139,189,8
20,GORJ,"ȘCOALA CU CLASELE I-IV CĂLUGAREASA",274,PRIGORIA,81415,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:00",477,465,0,11,1,324,312,0,11,1,313,11,500,176,15,34,143,85,36
20,GORJ,"ȘCOALA CU CLASELE I-IV DOBRANA",275,PRIGORIA,81415,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:44:38",304,293,0,10,1,231,220,0,10,1,217,14,300,64,31,23,109,44,10
20,GORJ,"ȘCOALA CU CLASELE I-IV NEGOIEȘTI",276,PRIGORIA,81415,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:37:10",229,221,0,7,1,159,151,0,7,1,145,14,250,91,12,8,61,57,7
20,GORJ,"ȘCOALA CU CLASELE I-IV ZORLEȘTI",277,PRIGORIA,81415,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:12",338,330,1,6,1,220,212,1,6,1,205,15,372,152,8,14,81,97,5
20,GORJ,"ŞCOALA GIMNAZIALĂ PRIGORIA",272,PRIGORIA,81415,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:29",342,323,0,17,2,225,206,0,17,2,212,13,400,175,22,7,72,105,6
