precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUZATU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","BEREANU FLORINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","SÎRBULESCU GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV BÎRLOGENI",257,STÂNGĂCEAUA,113518,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:14",178,131,0,42,5,178,131,0,42,5,174,4,188,10,138,32,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ SATU MARE",258,STÂNGĂCEAUA,113518,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:44",346,324,0,14,8,236,214,0,14,8,228,8,370,134,147,65,16
27,MEHEDINŢI,"ŞCOALA GENERALĂ STÎNGĂCEAUA",256,STÂNGĂCEAUA,113518,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:50:30",429,361,0,59,9,429,361,0,59,9,421,8,563,134,163,196,62
