precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","VANCEA ILEANA-CRISTINA-voturi"
17,DOLJ,"ŞCOALA GIMNAZIALĂ NR. 1 CĂLĂRAŞI",290,CĂLĂRAŞI,71607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:44:02",1709,1613,2,35,59,999,904,1,35,59,973,26,1800,801,794,138,41
17,DOLJ,"ȘCOALA GIMNAZIALĂ NR. 1 CĂLĂRAȘI",289,CĂLĂRAŞI,71607,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:51:57",1462,1411,3,16,32,825,775,2,16,32,791,34,1542,717,645,95,51
17,DOLJ,"ŞCOALA GIMNAZIALĂ SĂRATA",291,CĂLĂRAŞI,71607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:43:13",1556,1502,0,17,37,908,855,0,17,36,890,18,1700,792,747,110,33
