precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUGACIU IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GRĂDINARU VIŞINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","GHIORGHIEŞ VASILICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BENCIU COSTEL-PARTIDUL MIȘCAREA POPULARĂ-voturi","BARBU IONEL-DANIEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CHIRILOIU OANA-IONELA-voturi"
4,BACĂU,"ŞCOALA GENERALĂ SATUL FULGERIŞ",499,PÂNCEŞTI,24187,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:44",427,417,0,5,5,138,128,0,5,5,133,5,500,362,51,65,4,12,0,1
4,BACĂU,"ŞCOALA GENERALĂ SATUL PETREŞTI",500,PÂNCEŞTI,24187,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:31:54",670,649,0,14,7,335,314,0,14,7,310,25,700,365,132,132,20,7,0,19
4,BACĂU,"ŞCOALA GENERALĂ SATUL SOCI",501,PÂNCEŞTI,24187,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:49:18",630,620,0,7,3,352,345,0,4,3,327,25,700,348,80,221,13,10,1,2
4,BACĂU,"ŞCOALA NR.1 PÎNCEŞTI",497,PÂNCEŞTI,24187,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:56:22",1118,1092,0,7,19,523,497,0,7,19,487,36,1100,577,136,296,7,42,1,5
4,BACĂU,"ŞCOALA SATUL DIENEŢ",498,PÂNCEŞTI,24187,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:30",534,522,1,3,8,272,261,0,3,8,253,19,600,328,63,160,8,13,6,3
