precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL PĂULEȘTI",271,BRUSTURI,27757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:53",253,237,2,12,2,151,137,0,12,2,140,11,263,112,56,38,4,16,2,24
5,BIHOR,"CĂMINUL CULTURAL PICLEU",272,BRUSTURI,27757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:47:18",723,684,0,23,16,493,454,0,23,16,458,35,766,273,104,147,15,92,15,85
5,BIHOR,"ŞCOALA CUIEŞD",269,BRUSTURI,27757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:30",405,379,0,15,11,260,234,0,15,11,243,17,415,155,35,129,13,11,5,50
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR. 1 BRUSTURI",268,BRUSTURI,27757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:17:11",892,848,3,27,14,608,567,0,27,14,559,49,945,337,112,178,70,89,15,95
5,BIHOR,"ŞCOALA GIMNAZIALĂ ȚIGĂNEȘTII DE CRIȘ",273,BRUSTURI,27757,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:59:51",270,249,0,17,4,176,155,0,17,4,170,5,276,101,34,45,10,9,13,59
5,BIHOR,"ŞCOALA ORVIŞELE",270,BRUSTURI,27757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:26",275,256,0,14,5,194,175,0,14,5,181,13,282,88,63,23,24,3,4,64
