precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MONU MIHAELA-voturi"
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",412,SĂBĂOANI,124206,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:26",1450,1425,0,4,21,505,480,0,4,21,473,32,1500,995,68,31,286,72,16
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",413,SĂBĂOANI,124206,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:03",1081,1073,0,0,8,408,400,0,0,8,385,23,1200,792,68,23,243,41,10
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",411,SĂBĂOANI,124206,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:09",900,893,1,1,5,370,364,0,1,5,354,16,1000,630,42,19,226,62,5
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",410,SĂBĂOANI,124206,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:17:31",1020,1013,0,0,7,388,381,0,0,7,368,20,1100,712,49,27,246,31,15
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",408,SĂBĂOANI,124206,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:29:54",1915,1896,0,4,15,795,776,0,4,15,773,22,2100,1305,149,68,415,124,17
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",407,SĂBĂOANI,124206,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:51",1098,1081,1,0,16,398,382,0,0,16,388,10,1200,802,50,44,209,74,11
29,NEAMŢ,"LICEUL TEORETIC ”VASILE ALECSANDRI” COMUNA SĂBĂOANI",409,SĂBĂOANI,124206,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:16",1097,1089,0,0,8,426,418,0,0,8,416,10,1200,774,91,39,197,77,12
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ TRAIAN-SĂBĂOANI",414,SĂBĂOANI,124206,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:15",1029,1011,0,4,14,464,446,0,4,14,436,28,1100,636,86,28,246,29,47
