precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VLAD OLIVER-DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","ALEXIE CRISTIAN-NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOŞTEANU LANDOR-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞTEFĂNESCU IOANA-BIANCA-PARTIDUL PRO ROMÂNIA-voturi","GHEORGHE GEORGE CIPRIAN-FORȚA DREPTEI-voturi"
40,VÂLCEA,"CAMIN CULTURAL",314,"NICOLAE BĂLCESCU",171628,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:04",680,660,1,12,7,416,398,0,12,6,403,13,720,304,84,5,303,5,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CORBI",311,"NICOLAE BĂLCESCU",171628,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:53:13",323,305,1,13,4,208,191,0,13,4,202,6,340,132,30,5,163,3,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GÂLTOFANI",312,"NICOLAE BĂLCESCU",171628,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:38",130,123,0,5,2,91,84,0,5,2,86,5,140,49,20,12,46,8,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV ŞERBĂNEASA",313,"NICOLAE BĂLCESCU",171628,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:15",707,699,1,6,1,433,426,0,6,1,423,10,770,337,89,22,292,14,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ROTĂRĂŞTI",310,"NICOLAE BĂLCESCU",171628,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:45",873,837,2,13,21,568,533,1,13,21,550,18,960,392,121,32,344,5,48
