precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FURMAN CORNELIU-NICOLAE-voturi"
35,SUCEAVA,"PRIMĂRIA COMUNEI DORNEȘTI",289,DORNEŞTI,148293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:12:32",1817,1788,0,7,22,932,903,0,7,22,885,47,1950,1018,95,265,293,22,121,13,34,42
35,SUCEAVA,"SCOALA GIMNAZIALA DORNESTI",288,DORNEŞTI,148293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:15:05",1780,1775,3,2,0,808,806,0,2,0,784,24,1950,1142,160,157,256,21,73,42,50,25
35,SUCEAVA,"SCOALA PRIMARA IAZ",290,DORNEŞTI,148293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:03",236,225,0,11,0,118,107,0,11,0,115,3,280,162,2,35,44,1,27,3,1,2
