precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"JURCA HORIA-FLAVIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","POLVEREA NICU-PARTIDUL SOCIAL DEMOCRAT-voturi","BUCUR MARCEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BLĂJENI",287,BLĂJENI,88350,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:48",490,416,0,54,20,435,361,0,54,20,425,10,467,27,232,188,5
22,HUNEDOARA,"ȘCOALA PRIMARĂ BLĂJENI-VULCAN",288,BLĂJENI,88350,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:22:08",82,62,0,16,4,77,57,0,16,4,77,0,80,3,49,28,0
22,HUNEDOARA,"ȘCOALA PRIMARĂ CRIȘ",289,BLĂJENI,88350,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:51:58",253,222,1,24,6,205,175,0,24,6,201,4,250,45,85,116,0
22,HUNEDOARA,"ȘCOALA PRIMARĂ REȚ",290,BLĂJENI,88350,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:37:44",85,69,1,12,3,75,60,0,12,3,74,1,80,5,29,44,1
