precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FRĂTIŢA PETRICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOŢ IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MILAŞCU DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CRISTEA COSTICĂ-PARTIDUL CONSERVATOR DEMOCRAT-voturi"
18,GALAŢI,"GRADINITA NR. 3",338,LIEŞTI,76674,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:02:35",1464,1464,0,0,0,812,812,0,0,0,726,86,1617,805,50,534,136,6
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1",334,LIEŞTI,76674,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:28",1707,1701,2,4,0,734,730,0,4,0,702,32,1885,1151,58,452,178,14
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 2",335,LIEŞTI,76674,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:13:16",1342,1337,1,3,1,537,532,1,3,1,524,13,1475,938,34,337,143,10
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 2",336,LIEŞTI,76674,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:32",1360,1356,0,2,2,571,567,0,2,2,554,17,1493,922,38,379,133,4
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 3",337,LIEŞTI,76674,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:07:02",1423,1415,1,5,2,644,637,0,5,2,620,24,1559,915,60,380,176,4
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL NICOLAE”",339,LIEŞTI,76674,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:46",1566,1561,0,4,1,780,775,0,4,1,739,41,1718,938,53,393,290,3
