precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL VOIEVODA",179,FURCULEŞTI,152948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:34",506,466,0,27,13,318,292,0,13,13,300,12,510,185,9,108,173,10
36,TELEORMAN,"ŞCOALA CU CLASELE I - VIII SPĂTĂREI",178,FURCULEŞTI,152948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:43:32",772,716,0,31,25,560,504,0,31,25,532,27,820,261,37,324,161,10
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ FURCULEŞTI",177,FURCULEŞTI,152948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:25:56",1387,1293,0,45,49,676,582,0,45,49,647,25,1467,795,35,192,380,40
