precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","LONGA NICOLAE-voturi"
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4",363,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:40",1089,1083,0,6,0,568,562,0,6,0,506,62,1200,632,137,129,71,48,9,4,54,12,42
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4, HORB",361,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:21:50",1142,1140,0,2,0,547,545,0,2,0,498,49,1300,753,170,112,80,52,7,12,23,17,25
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4, STRUCTURA LUHEI",362,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:07:32",912,904,0,7,1,513,505,0,7,1,471,34,1000,487,151,122,127,22,5,8,14,7,15
26,MARAMUREŞ,"ȘCOALA NEJNI CRAI",360,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:37:11",1143,1133,0,10,0,551,541,0,10,0,498,53,1200,649,213,78,37,69,22,6,23,34,16
26,MARAMUREŞ,"ȘCOALA PRIMARĂ SI GRĂDINIȚA",359,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:46:07",1096,1089,0,7,0,512,505,0,7,0,456,56,1200,688,161,146,52,64,8,0,17,5,3
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",357,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:56:19",1186,1181,2,3,0,634,629,2,3,0,579,55,1300,666,112,212,42,72,7,4,36,17,77
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",358,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:18:26",1105,1096,1,7,1,539,531,0,7,1,501,38,1200,661,148,157,30,77,10,6,40,13,20
