precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BORŞ VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","SCRIDONESI MIHAI-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BORŞ AUGUSTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
6,BISTRIŢA-NĂSĂUD,"CENTRUL CULTURAL CATEHETIC SF. ARHIDIACON STEFAN",173,MAIERU,33621,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:11:24",1546,1540,0,0,6,960,954,0,0,6,937,23,1693,733,530,216,191
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",171,MAIERU,33621,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:00:30",1271,1260,2,1,8,816,807,0,1,8,783,24,1400,584,433,174,176
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",172,MAIERU,33621,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:07",949,946,2,0,1,564,563,0,0,1,554,10,1050,486,319,104,131
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC MAIERU",170,MAIERU,33621,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:03:34",1006,990,1,0,15,673,658,0,0,15,660,13,1100,427,421,102,137
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ANIEŞ",174,MAIERU,33621,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:41",1521,1515,1,0,5,965,960,0,0,5,947,18,1650,685,416,293,238
