precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","IOANA ROBERT-CRISTIAN-voturi"
17,DOLJ,"CĂMINUL CULTURAL BRABOVA",249,BRABOVA,70986,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:45",477,410,1,48,18,361,295,0,48,18,320,41,419,58,10,17,61,184,48
17,DOLJ,"CĂMINUL CULTURAL RĂCHITA DE JOS",251,BRABOVA,70986,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:52",241,174,0,65,2,241,174,0,65,2,228,2,265,29,0,16,84,121,7
17,DOLJ,"CĂMINUL CULTURAL URDINIȚA",252,BRABOVA,70986,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:17:21",242,200,0,41,1,177,135,0,41,1,170,6,220,44,2,14,79,68,7
17,DOLJ,"ȘCOALA CU CLASELE I-IV MOSNA",250,BRABOVA,70986,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:18",112,94,0,17,1,112,94,0,17,1,107,5,140,10,3,7,16,77,4
