precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IACOB CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","ABABEI DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","GRIGORAŞ IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","AGHIORGHIESEI VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
24,IAŞI,"CASA DE PRĂZNUIRE A PAROHIEI ”SFINȚII ÎMPĂRAȚI CONSTANTIN ȘI ELENA” POIANA-ȘCHEII",686,ŞCHEIA,99290,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:26",410,407,0,3,0,214,211,0,3,0,210,4,481,267,10,144,54,2
24,IAŞI,"GRUP SCOLAR SCHEIA",683,ŞCHEIA,99290,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:20",902,892,0,10,0,482,472,0,10,0,470,12,900,418,9,306,146,9
24,IAŞI,"SCOALA GENERALĂ CĂUESTI",684,ŞCHEIA,99290,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:42",419,415,0,4,0,216,212,0,4,0,203,13,500,284,30,103,50,20
24,IAŞI,"SCOALA GENERALĂ CIOCA-BOCA",685,ŞCHEIA,99290,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:38",437,428,0,9,0,232,223,0,9,0,221,11,500,268,9,125,84,3
24,IAŞI,"SCOALA GENERALĂ SATU-NOU",687,ŞCHEIA,99290,4,PART,PRCNCT,P,P_SV,"2024-06-10 10:55:55",290,283,0,7,0,143,136,0,7,0,130,12,300,158,4,83,43,0
