precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","STANCIU TEODOR-voturi"
4,BACĂU,GRADINITA,408,"LETEA VECHE",20359,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:30:28",1516,1504,2,9,1,806,796,0,9,1,767,30,1600,803,397,174,120,35,31,10
4,BACĂU,"SALA DE EVENIMENTE",409,"LETEA VECHE",20359,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:23:48",350,340,1,9,0,178,169,0,9,0,170,8,400,222,92,39,26,8,5,0
4,BACĂU,"SCOALA COORDONATOARE LETEA VECHE",407,"LETEA VECHE",20359,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:52:39",1783,1770,2,11,0,903,892,0,11,0,887,15,1900,998,508,65,222,51,11,30
4,BACĂU,"ŞCOALA COORDONATOARE LETEA VECHE",406,"LETEA VECHE",20359,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:46:27",1555,1545,3,7,0,796,789,0,7,0,790,6,1700,904,495,53,154,37,7,44
4,BACĂU,"ŞCOALA RUŞI CIUTEA",410,"LETEA VECHE",20359,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:20",682,668,0,14,0,408,394,0,14,0,384,24,705,297,245,44,53,25,7,10
4,BACĂU,"ŞCOALA SIRETU",411,"LETEA VECHE",20359,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:33",531,512,2,17,0,341,324,0,17,0,331,10,600,259,252,20,31,15,3,10
