precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
34,SIBIU,"CĂMIN CULTURAL",368,"ŞURA MARE",145765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:34",775,764,4,5,2,441,433,1,5,2,421,20,840,399,118,230,37,36
34,SIBIU,"SALĂ SPORT",367,"ŞURA MARE",145765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:43:34",1751,1734,3,7,7,1031,1016,1,7,7,1004,27,1900,869,290,600,48,66
34,SIBIU,"SALĂ SPORT",366,"ŞURA MARE",145765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:08:32",1804,1764,15,17,8,1083,1055,3,17,8,1072,11,1933,850,353,520,93,106
