precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
30,OLT,"CENTRU DE PROMOVARE A SĂNĂTĂŢII",273,"OSICA DE SUS",127983,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:24:14",491,466,0,15,10,369,344,0,15,10,356,13,510,128,46,130,164,9,7
30,OLT,"ŞCOALA GENERALĂ GRECI",271,"OSICA DE SUS",127983,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:32:46",782,750,0,19,13,564,532,0,19,13,527,11,825,261,47,241,236,3,0
30,OLT,"ŞCOALA GENERALĂ NR. 2",270,"OSICA DE SUS",127983,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:56:34",1319,1284,1,11,23,954,920,0,11,23,890,30,1400,480,98,352,412,25,3
30,OLT,"ŞCOALA PRIMARĂ TOMENI",272,"OSICA DE SUS",127983,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:38",382,374,0,8,0,220,212,0,8,0,211,9,405,185,16,29,163,2,1
30,OLT,"SPATIUL COMERCIAL DUDE GHEORGHE",269,"OSICA DE SUS",127983,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:58",980,937,0,11,32,653,610,0,11,32,636,17,1025,372,103,293,228,8,4
