precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COSAR VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","DAVID GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi"
32,"SATU MARE","CAMINUL CULTURAL",237,MOFTIN,138208,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:53:48",1059,1030,3,12,14,638,612,0,12,14,607,31,1400,762,68,539
32,"SATU MARE","GRADINITA DE COPII",241,MOFTIN,138208,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:45",431,420,4,7,0,231,222,2,7,0,191,40,400,169,48,143
32,"SATU MARE","SCOALA GENERALA",240,MOFTIN,138208,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:56",1019,985,2,21,11,478,446,0,21,11,444,34,998,520,207,237
32,"SATU MARE","SCOALA GENERALA CL I-VIIII",238,MOFTIN,138208,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:57:16",897,877,1,4,15,575,556,0,4,15,550,21,898,327,98,452
32,"SATU MARE","ȘCOALA GENERALĂ ȘI GRADINIȚA GARA GHILVACI",239,MOFTIN,138208,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:35:32",182,175,0,7,0,114,107,0,7,0,104,10,200,86,25,79
