precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
35,SUCEAVA,"SCOALA GIMNAZIALĂ IOAN BĂNCESCU ADÂNCATA - CORPUL CU CLASELE I-IV",201,ADÂNCATA,146799,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:27",1417,1409,2,6,0,710,703,1,6,0,682,28,1550,840,101,95,457,29
35,SUCEAVA,"SCOALA GIMNAZIALĂ IOAN BĂNCESCU ADÂNCATA - CORPUL CU CLASELE V-VIII",202,ADÂNCATA,146799,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:00",1023,1021,1,1,0,547,546,0,1,0,529,18,1120,573,63,161,289,16
35,SUCEAVA,"ŞCOALA PRIMARĂ CĂLUGĂRENI",203,ADÂNCATA,146799,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:05:29",658,657,0,0,1,299,298,0,0,1,290,9,736,437,26,31,216,17
35,SUCEAVA,"ŞCOALA PRIMARĂ FETEŞTI",204,ADÂNCATA,146799,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:39",478,477,1,0,0,226,226,0,0,0,213,13,530,304,11,21,175,6
