precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXE CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRAIU CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MICULIŢ CRINA-MELANIA-PARTIDUL SOCIAL DEMOCRAT-voturi","RUS VIOREL-FORȚA DREPTEI-voturi"
2,ARAD,"CĂMINUL CULTURAL BAIA",404,"VĂRĂDIA DE MUREŞ",12572,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:42",102,94,0,6,2,76,68,0,6,2,75,1,110,34,38,9,27,1
2,ARAD,"CĂMINUL CULTURAL LUPEȘTI",406,"VĂRĂDIA DE MUREŞ",12572,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:46:57",194,177,0,8,9,155,138,0,8,9,154,1,201,46,27,28,95,4
2,ARAD,"CĂMINUL CULTURAL NICOLAE BĂLCESCU",407,"VĂRĂDIA DE MUREŞ",12572,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:20",200,192,0,7,1,131,123,0,7,1,130,1,220,89,26,41,43,20
2,ARAD,"CĂMINUL CULTURAL STEJAR",408,"VĂRĂDIA DE MUREŞ",12572,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:57",112,102,0,7,3,87,77,0,7,3,86,1,120,33,17,18,46,5
2,ARAD,"PRIMĂRIA COMUNEI VĂRĂDIA DE MUREȘ",403,"VĂRĂDIA DE MUREŞ",12572,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:24",469,412,1,12,44,290,236,0,10,44,281,9,510,220,81,125,56,19
2,ARAD,"ŞCOALA PRIMARĂ JULIȚA",405,"VĂRĂDIA DE MUREŞ",12572,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:52:06",303,257,0,37,9,208,163,0,37,8,207,1,300,92,67,33,105,2
