precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SALA DE SPORT SINEŞTI",663,SINEŞTI,99058,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:24:37",1294,1262,0,4,28,647,615,0,4,28,615,32,1400,753,112,447,47,9
24,IAŞI,"ŞCOALA GIMNAZIALA OSOI",665,SINEŞTI,99058,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:49:37",846,830,0,9,7,176,160,0,9,7,160,16,900,723,24,133,3,0
24,IAŞI,"ŞCOALA GIMNAZIALA STORNEŞTI",666,SINEŞTI,99058,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:25:58",862,824,0,5,33,418,380,0,5,33,395,23,900,481,49,329,7,10
24,IAŞI,"ŞCOALA PRIMARA BOCNIŢA",664,SINEŞTI,99058,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:50",275,262,0,4,9,155,142,0,4,9,147,8,300,145,25,78,7,37
