precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OANCEA MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ANGHEL MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","MĂRGĂRIT MARIANA-BEATRICE-FORȚA DREPTEI-voturi","LUCA CRISTIAN-PARTIDUL REDUTA-RESPECT,EDUCAȚIE, DEMNITATE, UNITATE, TRADIȚIE, ADEVĂR-voturi","DUMITRU NICUŞOR-COSTEL-PARTIDUL MIȘCAREA POPULARĂ-voturi","MIDVIGHI CĂTĂLIN-FLORIN-voturi"
25,ILFOV,"CASA DE CULTURĂ GHERMĂNEŞTI",269,SNAGOV,105160,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:51",1387,1339,5,43,0,932,887,2,43,0,901,31,1500,568,442,412,33,6,2,6
25,ILFOV,"CASA DE CULTURĂ GHERMĂNEŞTI",270,SNAGOV,105160,4,PART,PRCNCT,P,P_SV,"2024-06-10 12:54:41",1202,1163,2,35,2,852,814,1,35,2,837,15,1300,448,425,351,35,5,12,9
25,ILFOV,"GRĂDINIŢA NR. 1 CIOFLICENI",268,SNAGOV,105160,6,PART,PRCNCT,P,P_SV,"2024-06-10 11:22:27",1144,1118,9,17,0,733,716,0,17,0,717,16,1195,462,247,390,54,15,5,6
25,ILFOV,"ŞCOALA GENERALĂ SNAGOV",267,SNAGOV,105160,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:18",1993,1904,11,78,0,1225,1147,0,78,0,1195,30,2100,875,446,664,35,26,17,7
25,ILFOV,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN I.BĂICOIANU”",271,SNAGOV,105160,1,PART,PRCNCT,P,P_SV,"2024-06-10 16:03:11",1509,1467,10,31,1,926,894,0,31,1,903,23,1597,671,351,490,29,10,10,13
