precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"GRADINITA NR.2 UNGURENI",481,VÂNĂTORI-NEAMŢ,125016,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:04:32",1429,1422,2,4,1,743,738,0,4,1,682,56,1600,862,421,40,24,173,24
29,NEAMŢ,"MĂNĂSTIREA NEAMȚ",485,VÂNĂTORI-NEAMŢ,125016,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:55",199,196,0,3,0,130,127,0,3,0,122,8,275,145,69,10,3,39,1
29,NEAMŢ,"MANASTIREA SIHASTRIA",483,VÂNĂTORI-NEAMŢ,125016,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:11:15",185,177,0,8,0,86,78,0,8,0,83,3,275,189,51,15,2,10,5
29,NEAMŢ,"SCOALA GIMNAZIALA”ARHIM.CHIRIAC NECULAU” NEMTISOR",486,VÂNĂTORI-NEAMŢ,125016,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:54:06",1192,1181,3,7,1,504,496,0,7,1,468,29,1300,803,305,27,34,82,20
29,NEAMŢ,"SCOALA GIMNAZIALA ”ARHIM. CHIRIAC NICOLAU”",484,VÂNĂTORI-NEAMŢ,125016,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:05",1109,1101,0,8,0,558,550,0,8,0,540,18,1200,642,311,18,37,158,16
29,NEAMŢ,"SCOALA GIMNAZIALA ”ARHIM. CHIRIAC NICOLAU”",480,VÂNĂTORI-NEAMŢ,125016,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:01",1303,1293,1,7,2,678,669,0,7,2,658,20,1400,722,311,33,62,223,29
29,NEAMŢ,"SCOALA GIMNAZIALA ”ARHIM. CHIRIAC NICOLAU” NR.2",482,VÂNĂTORI-NEAMŢ,125016,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:51:00",1353,1344,2,5,2,648,641,0,5,2,606,42,1477,829,250,52,68,222,14
