precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
35,SUCEAVA,"CĂMIN CULTURAL COSTIŞA",323,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:28:40",816,808,0,4,4,354,346,0,4,4,343,11,900,546,191,50,65,16,3,18,0
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR 2 COSTIŞA",324,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:20",494,487,0,7,0,219,212,0,7,0,204,15,550,315,92,37,44,16,3,12,0
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”IRACLIE PORUMBESCU”, CORP A",320,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:53:26",1186,1179,0,4,3,627,620,0,4,3,600,27,1300,673,232,16,125,24,68,88,47
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”IRACLIE PORUMBESCU”, CORP B",321,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:31",407,396,0,8,3,215,204,0,8,3,201,14,472,257,90,8,25,38,18,19,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR 2 FRĂTĂUŢII NOI",322,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:40",1669,1662,0,5,2,562,555,0,5,2,494,68,1800,1238,126,37,86,22,56,152,15
