precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TODIREANU LAURENŢIU-BEBI-PARTIDUL SOCIAL DEMOCRAT-voturi","BULAI VALERIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","GĂLBEAZĂ IONUŢ-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GRĂDINARIU IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA STANITA",426,STĂNIŢA,124331,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:01:45",347,341,1,2,3,147,142,0,2,3,139,8,400,253,57,9,26,47
29,NEAMŢ,"SCOALA PRIMARA NR.1 TODIRENI",430,STĂNIŢA,124331,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:12",223,217,0,5,1,115,109,0,5,1,110,5,252,137,80,4,2,24
29,NEAMŢ,"SCOALA PRIMARA NR.2 GHIDION",428,STĂNIŢA,124331,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:07",288,284,0,3,1,137,133,0,3,1,135,2,300,163,91,9,13,22
29,NEAMŢ,"SCOALA PRIMARA NR.3 VEJA",431,STĂNIŢA,124331,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:53",244,241,0,1,2,141,138,0,1,2,133,8,300,159,108,3,4,18
29,NEAMŢ,"SCOALA PRIMARA NR.4 POIENILE OANCEI",429,STĂNIŢA,124331,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:13:31",190,186,0,4,0,86,82,0,4,0,78,8,200,114,44,9,20,5
29,NEAMŢ,"SCOALA PRIMARA NR. 5 CHICEREA",427,STĂNIŢA,124331,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:02",209,203,0,4,2,99,93,0,4,2,99,0,244,145,58,2,23,16
