precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢILINCĂ GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","DAN VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi"
38,TULCEA,ŞCOALA,92,CASIMCEA,159963,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:34:45",36,27,0,9,0,30,21,0,9,0,29,1,40,10,12,17
38,TULCEA,"ŞCOALA GIMNAZIALĂ",91,CASIMCEA,159963,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:04:46",1100,1057,0,17,26,662,619,0,17,26,638,24,1171,509,393,245
38,TULCEA,"ŞCOALA PRIMARĂ",93,CASIMCEA,159963,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:15",331,321,0,4,6,235,225,0,4,6,231,4,354,119,39,192
38,TULCEA,"ŞCOALA PRIMARĂ",95,CASIMCEA,159963,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:57",495,482,0,9,4,375,362,0,9,4,369,6,532,157,326,43
38,TULCEA,"ŞCOALA PRIMARĂ",94,CASIMCEA,159963,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:36",263,248,0,5,10,132,117,0,5,10,127,5,274,142,65,62
