precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL UNIUNEA PENTRU REFORMA STATULUI ȘI PROTECȚIA DREPTURILOR FUNDAMENTALE-voturi","ALIANȚA UNIȚI PENTRU BRAȘOV-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","GRIGORESCU OVIDIU-DAN-voturi"
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",55,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:21",836,829,0,7,0,289,282,0,7,0,275,11,900,611,25,133,5,3,2,77,2,1,12,2,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 11 „ST.O.IOSIF”",52,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:43",1130,1119,2,7,2,577,568,0,7,2,562,15,1300,723,36,215,54,5,11,203,3,2,14,16,3
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",28,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:03:37",1550,1524,9,16,1,693,675,1,16,1,670,23,1700,1007,53,239,56,5,11,252,2,3,13,7,29
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 12",29,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:17",1387,1387,0,0,0,616,616,0,0,0,592,24,1500,884,43,216,40,8,8,229,6,3,16,9,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",164,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:07:26",1835,1788,23,10,14,866,841,1,10,14,844,5,2000,1151,71,302,40,3,12,353,6,4,30,6,17
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",166,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:09",1448,1440,5,3,0,660,657,0,3,0,644,16,1600,940,47,298,18,8,10,224,2,0,16,2,19
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",165,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:09:18",1436,1426,4,6,0,685,679,0,6,0,667,10,1600,915,64,277,25,11,19,213,4,2,20,5,27
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",163,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:16:24",1864,1784,24,56,0,801,745,0,56,0,755,46,2000,1199,35,281,21,3,14,354,2,0,17,10,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 13",167,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:49:03",1507,1494,3,10,0,668,658,0,10,0,645,23,1700,1032,55,288,15,9,15,210,8,7,17,1,20
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",141,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:22:17",1433,1426,2,5,0,629,624,0,5,0,603,26,1600,971,70,256,28,4,6,187,2,3,31,3,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",142,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:49:13",1529,1513,10,6,0,707,701,0,6,0,681,24,1700,994,64,295,24,7,6,260,5,1,16,3,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",147,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:46:05",1291,1278,1,8,4,608,596,0,8,4,580,27,1400,793,49,298,15,5,3,168,2,2,19,1,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",140,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:29",1614,1601,3,10,0,710,700,0,10,0,659,51,1800,1090,40,301,41,2,11,219,4,0,19,3,19
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",148,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:14:22",1173,1171,0,2,0,533,531,0,2,0,512,21,1300,767,56,255,19,1,4,142,5,2,16,3,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",145,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:26",828,818,0,10,0,390,380,0,10,0,381,9,900,510,29,177,15,3,2,122,1,3,12,6,11
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",150,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:50:42",1418,1413,0,5,0,716,711,0,5,0,685,27,1500,788,48,341,13,8,8,216,2,2,24,2,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",144,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:48",1264,1252,4,8,0,568,560,0,8,0,536,32,1400,832,56,235,26,3,8,176,1,0,14,8,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",143,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:09",1570,1562,3,5,0,704,699,0,5,0,685,19,1700,996,84,334,15,7,4,190,3,0,31,1,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",149,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:45:38",1668,1643,11,13,1,948,934,0,13,1,923,19,1800,858,47,351,35,8,9,394,7,2,28,11,31
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 14",146,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:01:15",1149,1141,2,6,0,510,504,0,6,0,490,20,1300,790,54,212,8,6,7,169,3,3,13,3,12
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 14",151,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:24",1520,1501,3,9,7,899,883,0,9,7,879,20,1600,701,72,357,20,8,5,365,2,4,22,2,22
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",25,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:45",1134,1126,0,7,1,489,481,0,7,1,469,20,1300,811,41,194,23,3,9,167,1,1,18,3,9
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",26,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:18",1143,1127,5,11,0,583,571,1,11,0,565,18,1300,717,37,179,119,2,12,163,2,8,17,2,24
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",21,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:53",1405,1400,0,5,0,636,631,0,5,0,614,22,1500,864,44,242,42,4,10,227,2,0,13,7,23
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",20,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:54:53",1606,1565,16,15,10,800,775,0,15,10,773,22,1700,905,72,273,49,6,15,305,3,1,19,3,27
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",24,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:45",1188,1181,0,7,0,501,494,0,7,0,480,21,1300,799,45,231,18,3,7,141,2,1,16,6,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",22,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:32:54",1350,1331,10,8,1,670,661,0,8,1,651,19,1500,830,52,246,44,1,13,253,2,1,14,4,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 15",23,"MUNICIPIUL BRAŞOV",40198,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:15:48",1374,1355,8,10,1,672,661,0,10,1,656,16,1500,824,42,251,90,2,4,224,4,3,13,2,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",41,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:20:57",937,919,7,11,0,435,424,0,11,0,422,13,1000,565,34,166,20,2,11,165,2,1,9,0,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",40,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:39",1292,1285,0,7,0,655,648,0,7,0,620,35,1400,745,58,220,31,7,20,235,2,2,17,2,26
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",39,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:19:08",1082,1063,6,13,0,537,524,0,13,0,518,19,1200,663,27,200,36,4,8,207,5,2,15,2,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",42,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:00:19",1480,1467,3,10,0,678,668,0,10,0,652,26,1600,922,39,257,36,3,10,264,4,1,17,1,20
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 19",43,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:12",1392,1380,0,12,0,731,719,0,12,0,705,26,1500,588,65,268,35,8,14,261,6,2,13,5,28
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",105,"MUNICIPIUL BRAŞOV",40198,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:30",1338,1327,6,5,0,581,576,0,5,0,563,18,1500,919,52,251,33,2,9,163,4,11,1,19,18
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",101,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:18",1419,1403,2,13,1,617,603,0,13,1,595,22,1500,883,54,248,41,9,14,178,0,4,15,8,24
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",102,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:28",1397,1387,2,8,0,655,647,0,8,0,627,28,1500,845,42,247,44,3,12,223,5,1,21,4,25
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",103,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:22:59",1331,1322,1,6,2,608,600,0,6,2,574,28,1500,898,50,235,31,6,10,194,2,0,22,3,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 2",104,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:46:34",1441,1428,7,5,1,610,604,0,5,1,581,29,1600,990,49,222,33,9,12,201,3,0,21,5,26
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 2",106,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:53:09",1706,1697,1,8,0,753,745,0,8,0,707,38,1900,1155,58,272,45,8,16,241,3,1,31,8,24
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",67,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:50:01",1741,1715,10,16,0,793,777,0,16,0,773,20,1901,1108,67,267,30,2,13,347,2,1,16,2,26
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",68,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:29",802,792,0,10,0,416,406,0,10,0,395,20,900,484,26,147,16,1,6,168,1,0,14,2,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",69,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:39:56",1513,1496,7,10,0,699,689,0,10,0,668,31,1600,901,68,273,18,7,8,230,5,7,15,8,29
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 25",66,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:08",1414,1405,2,7,0,692,685,0,7,0,674,18,1500,808,58,272,21,10,10,260,2,2,17,1,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",46,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:01",1354,1342,5,7,0,639,632,0,7,0,616,23,1500,861,42,244,32,2,4,243,0,5,12,3,29
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",48,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:23",1507,1494,2,11,0,731,720,0,11,0,706,23,1600,868,84,310,24,3,5,232,2,4,18,2,22
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",50,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:58",1424,1413,3,8,0,675,667,0,8,0,643,32,1600,925,47,292,38,5,3,218,1,3,13,2,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",49,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:40",1319,1313,0,5,1,581,575,0,5,1,558,23,1500,919,47,259,31,4,7,172,5,3,15,1,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",45,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:54:16",1403,1383,12,8,0,654,646,0,8,0,626,27,1500,846,54,209,41,6,9,257,2,1,16,7,24
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",47,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:42",608,597,5,6,0,328,322,0,6,0,324,4,700,372,17,137,33,2,4,109,2,0,5,3,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 27 ”ANATOL GHERMANSCHI”",51,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:51",1415,1403,3,7,2,680,671,0,7,2,652,28,1600,920,55,254,47,8,7,234,7,6,17,4,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",160,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:36",1390,1361,20,9,0,665,656,0,9,0,652,13,1500,835,33,206,13,2,15,360,0,5,7,1,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",156,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:39:59",1822,1802,11,9,0,933,924,0,9,0,902,31,2000,1062,69,336,17,4,15,391,7,3,28,4,28
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",159,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:58",1284,1278,0,6,0,693,687,0,6,0,671,6,1400,707,36,234,16,2,8,335,1,5,4,2,28
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",157,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:51",1564,1553,2,8,1,732,723,1,7,1,703,29,1700,968,74,294,12,6,6,259,4,3,16,3,26
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",155,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:20",1600,1583,8,7,2,818,809,0,7,2,798,20,1700,882,56,279,21,8,11,369,5,1,20,6,22
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30",158,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:59",1490,1480,4,6,0,722,716,0,6,0,693,29,1600,878,65,276,17,3,13,266,8,5,19,1,20
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30 EXTINDERE",161,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:38:03",1524,1499,14,11,0,756,745,0,11,0,742,14,1600,844,41,191,20,4,28,395,6,2,17,8,30
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 30 EXTINDERE",162,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:19",1604,1558,27,19,0,820,801,0,19,0,801,19,1700,880,42,205,23,1,24,450,2,5,19,2,28
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 31",182,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:42",1316,1310,0,6,0,625,619,0,6,0,601,24,1500,875,53,277,9,2,8,198,3,2,20,2,27
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 31",181,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:22:31",1277,1270,0,7,0,615,608,0,7,0,590,25,1400,785,56,265,21,12,12,170,4,3,19,5,23
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 31",183,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:47",1096,1091,1,4,0,517,513,0,4,0,490,27,1200,683,44,264,11,1,7,137,1,0,9,1,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",91,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:47",1480,1474,0,5,1,677,671,0,5,1,665,12,1600,923,39,307,37,6,7,223,1,3,27,3,12
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",96,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:47:10",1560,1547,3,9,1,716,706,0,9,1,685,27,1700,984,57,246,35,2,11,281,3,2,14,4,30
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",93,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:18",1195,1190,1,4,0,587,583,0,4,0,585,2,1300,713,45,258,29,5,7,190,1,2,21,1,26
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",90,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:40",1461,1453,1,7,0,712,705,0,7,0,687,25,1600,888,61,269,40,2,11,250,5,4,22,2,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",95,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:53",1354,1347,1,4,2,638,632,0,4,2,612,26,1500,700,39,249,33,7,11,239,4,2,11,2,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",92,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:36",1601,1592,2,7,0,751,744,0,7,0,707,44,1800,1049,67,320,38,8,8,216,5,0,21,3,21
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 3 ”GHEORGHE LAZĂR”",94,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:48",1453,1444,2,7,0,645,638,0,7,0,620,25,1600,955,41,250,49,14,6,217,4,2,10,3,24
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",76,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:31:23",1278,1268,4,6,0,603,597,0,6,0,577,26,1400,797,43,219,17,5,7,246,2,2,16,0,20
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",78,"MUNICIPIUL BRAŞOV",40198,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:20:41",1163,1156,0,7,0,575,568,0,7,0,556,19,1300,725,58,219,6,2,14,195,16,0,17,9,20
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",74,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:04:32",1130,1116,2,12,0,502,490,0,12,0,488,14,1200,698,39,182,32,2,4,189,0,2,10,2,26
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",75,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:52",1198,1193,1,4,0,622,618,0,4,0,593,29,1300,678,51,245,29,5,6,209,4,5,18,4,17
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",77,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:46",1499,1479,7,13,0,756,742,1,13,0,741,15,1600,844,57,271,37,3,19,309,5,2,17,7,14
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR. 4",73,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:30",1301,1294,0,6,1,613,606,0,6,1,577,36,1400,787,48,233,40,4,11,201,10,3,9,8,10
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5",19,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:40",1450,1429,12,9,0,616,607,0,9,0,590,26,1600,984,44,198,58,5,12,217,2,5,14,6,29
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR.5",18,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:50:58",1391,1373,14,0,4,688,684,0,0,4,686,2,1500,812,49,207,79,34,15,253,1,2,17,7,22
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",16,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:24:49",1139,1117,11,10,1,557,546,0,10,1,541,16,1200,643,41,191,30,1,13,220,3,4,15,4,19
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",14,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:01",894,874,9,10,1,429,418,0,10,1,421,7,1000,572,27,142,39,3,6,177,1,2,8,0,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",17,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:21:49",1589,1566,8,15,0,733,718,0,15,0,701,32,1700,967,65,243,42,8,10,266,4,4,23,2,34
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 8",15,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:31",935,913,5,9,8,411,394,0,9,8,394,17,1000,589,32,126,27,3,4,176,1,1,6,1,17
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",86,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:32",1795,1770,12,13,0,859,846,0,13,0,835,24,1900,1041,65,325,24,4,11,320,7,5,31,7,36
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",88,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:38:40",1345,1338,2,3,2,560,555,0,3,2,532,28,1500,940,62,251,14,3,6,147,3,4,21,7,14
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",83,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:34:54",995,991,1,3,0,476,473,0,3,0,423,53,1100,624,42,210,9,4,6,135,1,1,15,0,0
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",87,"MUNICIPIUL BRAŞOV",40198,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:18:45",1555,1540,12,2,1,736,732,1,2,1,712,24,1700,964,33,295,26,8,15,280,3,1,21,2,28
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",84,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:51:15",1079,1075,1,3,0,476,473,0,3,0,456,13,1200,672,28,223,15,1,0,154,2,0,16,4,13
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",85,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:31:01",1350,1345,1,4,0,564,560,0,4,0,547,17,1500,936,48,267,6,3,6,162,3,1,20,3,28
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9",82,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:05:11",1394,1389,2,3,0,606,602,1,3,0,572,34,1500,894,67,262,6,2,9,185,2,0,21,3,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9 ”NICOLAE ORGHIDAN”",80,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:52",1515,1471,3,17,24,663,622,0,17,24,621,42,1600,937,77,290,20,4,13,161,6,2,31,2,15
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9 ”NICOLAE ORGHIDAN”",81,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:17:39",1330,1307,1,9,13,620,598,0,9,13,584,36,1499,879,54,273,15,6,8,178,6,3,22,3,16
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ NR. 9 ”NICOLAE ORGHIDAN”",79,"MUNICIPIUL BRAŞOV",40198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:06:20",1491,1481,1,7,2,617,608,0,7,2,579,35,1600,986,58,273,25,8,11,152,3,3,29,1,16
