precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRĂGHICI AUREL-PARTIDUL SOCIAL DEMOCRAT-voturi","DINU SANDU-PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV ALBEȘTI",324,VEDEA,154852,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:30:20",483,465,0,0,18,327,309,0,0,18,310,17,530,203,299,11
36,TELEORMAN,"ȘCOALA CU CLASELE I -IV COȘOTENI",325,VEDEA,154852,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:20:55",423,413,0,3,7,244,234,0,3,7,232,12,460,216,218,14
36,TELEORMAN,"ŞCOALA CU CLASELE I – IV MERI",327,VEDEA,154852,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:50",372,367,0,0,5,250,245,0,0,5,242,8,402,152,221,21
36,TELEORMAN,"ŞCOALA CU CLASELE I – VIII DULCEANCA",326,VEDEA,154852,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:30",429,420,0,2,7,269,260,0,2,7,268,1,470,201,244,24
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ VEDEA",323,VEDEA,154852,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:08",463,452,0,0,11,296,285,0,0,11,290,6,510,214,211,79
