precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","BLOCUL SUVERANIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL MLĂCENI",332,PERIŞANI,172153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:41",420,406,0,10,4,282,268,0,10,4,263,19,450,168,126,100,7,30,0,0
40,VÂLCEA,"CĂMINUL CULTURAL PERIŞANI",331,PERIŞANI,172153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:06",452,435,0,8,9,337,320,0,8,9,318,19,490,153,148,88,17,61,4,0
40,VÂLCEA,"CĂMINUL CULTURAL SPINU",335,PERIŞANI,172153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:25",287,280,0,6,1,208,201,0,6,1,189,19,310,102,91,35,7,22,1,33
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII POIANA",334,PERIŞANI,172153,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:35:27",492,474,0,9,9,352,334,0,9,9,326,16,530,178,182,103,12,22,0,7
40,VÂLCEA,"ŞCOALA PODENI",333,PERIŞANI,172153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:42",51,36,0,11,4,51,36,0,11,4,50,1,60,9,38,8,1,3,0,0
