precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL VERDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
32,"SATU MARE","PRIMARIA CALINESTI OAS",156,CĂLINEŞTI-OAŞ,137229,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 20:54:19",1386,1354,2,13,17,774,744,0,13,17,733,41,1448,674,9,58,168,173,14,42,96,173
32,"SATU MARE","SCOALA COCA",158,CĂLINEŞTI-OAŞ,137229,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:51:59",891,885,0,4,2,426,420,0,4,2,405,21,950,524,147,20,116,27,2,11,27,55
32,"SATU MARE","SCOALA LECHINTA",159,CĂLINEŞTI-OAŞ,137229,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:02:06",700,679,0,19,2,424,403,0,19,2,398,26,799,375,2,1,205,13,125,8,12,32
32,"SATU MARE","SCOALA PASUNEA MARE",160,CĂLINEŞTI-OAŞ,137229,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:13:56",360,352,0,4,4,167,159,0,4,4,160,7,400,233,28,5,84,6,6,11,9,11
32,"SATU MARE","SPCLEP CALINESTI OAS",157,CĂLINEŞTI-OAŞ,137229,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 21:17:49",908,897,0,3,8,522,511,0,3,8,506,16,1000,478,3,26,114,179,6,28,51,99
