precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
10,BUZĂU,"CĂMINUL CULTURAL LUCIU",264,LUCIU,47300,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:53",1529,1517,0,7,5,844,832,0,7,5,803,41,1601,757,32,771
10,BUZĂU,"ŞCOALA CARAGELE",265,LUCIU,47300,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:31:23",632,629,0,2,1,386,383,0,2,1,363,23,757,371,54,309
