precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOCAN PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","POP PETRE-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIORBĂ GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞOMLE RADU-VASILE-PARTIDUL MIȘCAREA POPULARĂ-voturi","BABICIU CARMEN-LIVIA-voturi"
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL MOIŞENI",178,CERTEZE,137407,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:58:54",1186,1178,0,8,0,444,436,0,8,0,432,12,1293,849,222,1,26,170,13
32,"SATU MARE","SCOALA GIMNAZIALA CERTEZE",175,CERTEZE,137407,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:30",1448,1425,1,7,15,531,509,0,7,15,516,15,1585,1054,238,8,51,213,6
32,"SATU MARE","SCOALA GIMNAZIALA CERTEZE",176,CERTEZE,137407,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:52",1422,1417,0,0,5,569,564,0,0,5,551,18,1561,992,275,2,40,223,11
32,"SATU MARE","ȘCOALA HUTA-CERTEZE",177,CERTEZE,137407,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:05:38",960,944,0,3,13,381,365,0,3,13,369,12,1052,671,254,2,9,82,22
