precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
1,ALBA,"CĂMIN CULTURAL",250,FĂRĂU,4302,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:13",145,137,2,5,1,111,104,1,5,1,108,3,150,39,34,11,63
1,ALBA,"CĂMIN CULTURAL SÂNBENEDIC",251,FĂRĂU,4302,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:41:44",195,181,0,9,5,129,115,0,9,5,125,4,200,71,98,18,9
1,ALBA,"CĂMIN CULTURAL ȘILEA",252,FĂRĂU,4302,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:46:56",260,243,0,5,12,177,160,0,5,12,173,4,270,93,98,66,9
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL HERIA",249,FĂRĂU,4302,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:17:55",220,206,0,10,4,157,143,0,10,4,152,5,210,53,122,22,8
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL ”PRICHINDELUL”",248,FĂRĂU,4302,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:17",477,451,0,10,16,312,286,0,10,16,307,5,504,192,274,27,6
