precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOLACU TOMA-PARTIDUL SOCIAL DEMOCRAT-voturi","ALBU CĂTĂLIN-ADRIAN-voturi"
40,VÂLCEA,"CAMINUL CULTURAL DIANU",388,STROEŞTI,173533,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:01",396,378,0,7,11,252,234,0,7,11,237,15,430,178,143,94
40,VÂLCEA,"CĂMINUL CULTURAL POJOGI - CERNA",390,STROEŞTI,173533,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:58",207,194,0,10,3,140,127,0,10,3,139,1,220,80,106,33
40,VÂLCEA,"CENTRUL SOCIAL OBROCEŞTI",389,STROEŞTI,173533,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:20",259,246,0,9,4,170,157,0,9,4,158,12,280,110,103,55
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CĂPITAN MĂRĂŞANU STROEŞTI",386,STROEŞTI,173533,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:32:42",774,716,0,43,15,537,479,0,43,15,524,13,800,263,259,265
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIREŞU",387,STROEŞTI,173533,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:17:28",582,529,0,33,20,438,385,0,33,20,424,14,650,212,320,104
