precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROŞCA NICUŞOR-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILE DORIN-COSMIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DĂMUREANU RINGO-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTACHE MARIN-PARTIDUL S.O.S. ROMÂNIA-voturi","POPA-INGINERU GHEORGHE-PARTIDUL LIGA ACȚIUNII NAȚIONALE-voturi","DRĂGOESCU CEZAR-MIHAIL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
17,DOLJ,"LICEUL TEHNOLOGIC ”GEORGE BIBESCU”",100,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:51:50",1019,1011,0,8,0,348,340,0,8,0,331,17,1200,852,35,167,47,18,5,59
17,DOLJ,"LICEUL TEHNOLOGIC ”GEORGE BIBESCU”",99,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:35",1118,1109,1,8,0,391,383,0,8,0,381,10,1300,909,33,208,53,19,3,65
17,DOLJ,"LICEUL TEHNOLOGIC HORIA VINTILĂ",221,"ORAŞ ŞEGARCEA",70502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:19",1596,1582,1,7,6,1016,1003,0,7,6,958,58,1745,729,420,463,45,9,1,20
17,DOLJ,"LICEUL TEHNOLOGIC ”ING. IONETE AURELIAN”",395,"MALU MARE",73068,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:58:13",1085,1027,0,51,7,670,612,0,51,7,609,61,850,150,288,165,89,22,3,42
17,DOLJ,"LICEUL TEHNOLOGIC” ŞTEFAN ANGHEL” BĂILEȘTI",186,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:19",619,612,0,7,0,253,246,0,7,0,228,25,700,447,68,112,21,5,2,20
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",123,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:57",960,901,11,7,41,442,405,0,7,30,424,18,1000,558,65,172,39,45,12,91
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",124,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:24:22",960,933,5,7,15,446,424,0,7,15,432,14,1100,654,58,225,39,11,5,94
17,DOLJ,"LICEUL TEHNOLOGIC UCECOM „SPIRU HARET”",23,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:57",1568,1561,0,7,0,660,653,0,7,0,637,23,1600,940,99,298,74,27,10,129
17,DOLJ,"LICEUL TEORETIC BECHET",200,"ORAŞ BECHET",70879,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:24",1453,1402,0,22,29,693,642,0,22,29,668,25,1549,856,220,351,38,14,0,45
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU",207,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:36",1082,1060,1,8,13,677,656,0,8,13,631,46,1200,523,328,227,39,15,2,20
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE ELEVI)",208,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:18:54",1270,1247,0,10,13,866,843,0,10,13,829,37,1300,434,410,349,42,7,1,20
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE PROFESORI)",209,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:59:20",1171,1154,0,3,14,750,733,0,3,14,712,38,1300,550,368,278,27,11,11,17
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",22,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:35:10",1370,1357,3,10,0,565,555,0,10,0,556,9,1400,835,68,260,71,25,6,126
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",21,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:52",1287,1279,0,8,0,524,516,0,8,0,498,26,1500,976,66,269,55,7,9,92
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",20,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:10",1420,1411,0,9,0,535,526,0,9,0,519,16,1350,815,73,221,62,21,11,131
17,DOLJ,"LICEUL TEORETIC INDEPENDENTA",191,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:16:33",1827,1804,2,15,6,1016,995,0,15,6,960,51,1900,883,280,559,73,17,1,30
17,DOLJ,"LICEUL TEORETIC ”MIHAI VITEAZUL” BĂILEȘTI",181,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:08",900,890,1,8,1,369,360,0,8,1,351,18,1000,631,77,229,23,11,2,9
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",6,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:12",1168,1159,4,5,0,523,518,0,5,0,496,27,1300,777,90,205,49,16,8,128
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",7,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:37",1008,1001,0,7,0,436,429,0,7,0,408,28,1200,764,50,198,42,16,2,100
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",156,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:26",1285,1276,4,5,0,474,469,0,5,0,458,16,1400,926,50,208,70,18,13,99
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",155,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:40:17",1283,1270,3,10,0,547,537,0,10,0,532,15,1300,753,85,259,68,19,13,88
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",154,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:05:37",1246,1235,4,7,0,496,489,0,7,0,489,7,1300,804,51,249,67,21,9,92
17,DOLJ,"LICEUL ”VOLTAIRE”",25,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:30",1576,1568,0,7,1,475,467,0,7,1,453,22,1800,1325,59,201,86,32,3,72
17,DOLJ,"LICEUL ”VOLTAIRE”",24,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:18:00",1562,1557,0,5,0,562,557,0,5,0,533,29,1800,1238,69,243,80,23,3,115
17,DOLJ,"LOCAL PRIMĂRIE",390,LIPOVU,72953,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:52",924,885,0,23,16,433,394,0,23,16,399,34,1000,567,66,273,44,12,0,4
17,DOLJ,"PIAȚĂ AGROALIMENTARĂ",436,PIELEŞTI,73629,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:05:30",1024,969,11,44,0,580,536,0,44,0,556,24,1100,517,65,256,41,13,5,176
17,DOLJ,"PRIMARIA CRAIOVA- DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",3,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:14:32",1317,1306,0,11,0,554,543,0,11,0,543,10,1500,947,88,216,79,18,4,138
17,DOLJ,"PRIMĂRIA MĂCEŞU DE JOS",399,"MĂCEŞU DE JOS",72980,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:02",805,718,0,66,21,573,486,0,66,21,540,33,787,214,49,409,48,26,0,8
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",167,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:02",1346,1328,11,7,0,543,536,0,7,0,513,30,1400,857,64,243,89,23,8,86
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA-DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",168,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:39",1422,1400,12,10,0,603,593,0,10,0,560,43,1600,997,63,288,96,23,2,88
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",150,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:23",966,959,0,7,0,427,420,0,7,0,410,17,1000,573,50,201,50,24,2,83
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",151,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:36:09",1130,1126,0,4,0,470,466,0,4,0,458,12,1200,730,67,200,63,17,8,103
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)”",149,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:16",968,958,2,8,0,432,424,0,8,0,403,29,1000,568,50,208,49,15,6,75
17,DOLJ,"PRIMĂRIA ORAŞULUI FILIAŞI",215,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:06:18",1550,1543,0,6,1,847,840,0,6,1,816,31,1700,853,164,468,85,27,7,65
17,DOLJ,"PRIMĂRIA PODARI",446,PODARI,70110,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:57",1353,1335,1,5,12,737,720,0,5,12,723,14,1425,688,53,556,73,16,3,22
17,DOLJ,"PRIMARIA VECHE",364,GIUBEGA,72506,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:17",864,789,0,65,10,625,550,0,65,10,548,77,900,215,201,223,79,13,0,32
17,DOLJ,"PUNCT INFORMARE, PRIMĂRIA BULZEŞTI",277,BULZEŞTI,71340,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:57",498,469,0,6,23,316,287,0,6,23,286,29,500,185,47,210,17,6,1,5
17,DOLJ,"PUNCTUL TERMIC NR.1 LĂPUȘ (LÂNGĂ BL.23 - BLD. DECEBAL NR.66B)",165,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:05",1341,1326,8,7,0,535,528,0,7,0,519,16,1400,859,65,249,70,18,11,106
17,DOLJ,"PUNCTUL TERMIC NR.2 LĂPUȘ (LÂNGĂ BL. 59 - BLD. DECEBAL NR.55B)",166,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:13:28",1549,1542,1,6,0,725,719,0,6,0,694,31,1700,975,93,303,116,39,12,131
17,DOLJ,"RAT S.R.L.",74,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:50:54",1563,1552,5,6,0,589,583,0,6,0,567,20,1800,1211,77,270,76,22,12,110
17,DOLJ,"SALA DE SEDINȚĂ A CONSILIULUI LOCAL",518,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:25",1163,1120,0,43,0,783,740,0,43,0,695,88,1213,430,300,301,23,23,1,47
17,DOLJ,"SALA DE SEDINȚE A CONSILIULUI LOCAL BRALOȘTIȚA",253,BRALOŞTIŢA,71126,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:04",621,610,0,11,0,407,396,0,11,0,382,25,625,218,130,179,40,10,3,20
17,DOLJ,"SALA DE SPORT",464,RAST,73905,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:12",1327,1290,1,35,1,786,750,0,35,1,720,66,1400,609,129,533,32,12,1,13
17,DOLJ,"SC. GENERALA NR. 1 CALAFAT",190,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:50:38",1441,1408,3,13,17,791,760,1,13,17,763,28,1531,740,227,421,66,14,1,34
17,DOLJ,"ŞC.GIMNAZIALĂ PREDEŞTI",459,PREDEŞTI,73772,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:05",1679,1603,1,52,23,1040,965,0,52,23,1006,34,1678,638,820,88,65,24,1,8
17,DOLJ,"ȘCOALA BĂRBOI",378,GRECEŞTI,72819,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:49",337,270,0,58,9,234,167,0,58,9,221,13,424,189,47,131,18,0,2,23
17,DOLJ,"ŞCOALA BÎLTA",217,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:53",907,896,0,4,7,585,574,0,4,7,554,31,1100,515,157,281,77,18,0,21
17,DOLJ,"ŞCOALA BREASTA",267,BREASTA,71260,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:08",1389,1319,0,51,19,764,713,0,32,19,752,11,1471,706,52,649,39,0,0,12
17,DOLJ,"ŞCOALA BREASTA",268,BREASTA,71260,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:20",1077,1032,0,35,10,659,614,0,35,10,643,16,1100,441,48,527,34,11,1,22
17,DOLJ,"ȘCOALA BUSU",379,GRECEŞTI,72819,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:08",565,476,0,51,38,457,368,0,51,38,439,18,590,133,52,297,71,8,1,10
17,DOLJ,"ȘCOALA CĂCIULĂTEȘTI",334,DOBREŞTI,72098,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:17",414,382,0,12,20,244,212,0,12,20,239,5,450,206,84,94,15,15,1,30
17,DOLJ,"SCOALA CLASELE I-IV",384,IZVOARE,72882,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:29",267,239,0,16,12,172,144,0,16,12,170,2,294,122,11,145,4,2,0,8
17,DOLJ,"SCOALA CLASELE I-IV MAGLAVIT",393,MAGLAVIT,73031,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:23:47",981,929,1,18,33,587,536,0,18,33,493,39,1100,568,278,169,27,6,2,11
17,DOLJ,"ȘCOALA CLASELE I-IV ȚĂRȚĂL",509,TESLUI,74411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:50",269,258,0,11,0,172,161,0,11,0,166,6,300,128,25,106,10,7,1,17
17,DOLJ,"SCOALA CLS I-IV MOGOSESTI SALA",375,GOIEŞTI,72677,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:51",544,531,0,10,3,368,355,0,10,3,354,14,600,232,148,137,38,9,1,21
17,DOLJ,"SCOALA CU CALSELE I-VIII LOCAL B POIANA",442,PLENIŢA,73709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:45",934,905,0,5,24,573,544,0,5,24,483,90,1000,427,126,317,26,13,1,0
17,DOLJ,"SCOALA CU CLASELE I-IV",522,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:49",569,543,0,26,0,364,338,0,26,0,327,37,600,216,98,107,35,11,0,76
17,DOLJ,"ŞCOALA CU CLASELE I-IV",369,GOGOŞU,72604,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:16",137,116,0,20,1,114,93,0,20,1,105,9,148,34,81,23,1,0,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV",370,GOGOŞU,72604,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:49",171,121,0,39,11,139,89,0,39,11,135,4,143,4,112,17,6,0,0,0
17,DOLJ,"ȘCOALA CU CLASELE I-IV",321,"COŢOFENII DIN FAŢĂ",74875,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:25:47",269,247,0,20,2,205,183,0,20,2,203,2,300,95,15,170,9,1,0,8
17,DOLJ,"SCOALA CU CLASELE I-IV BOOVENI",344,DRĂNIC,72221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:01",286,274,0,11,1,230,218,0,11,1,214,16,300,70,20,177,9,6,1,1
17,DOLJ,"ŞCOALA CU CLASELE I-IV BUCOVICIOR",528,VELA,74616,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:48:43",302,269,0,19,14,207,174,0,19,14,194,13,300,93,10,163,13,3,1,4
17,DOLJ,"ŞCOALA CU CLASELE I-IV CĂCIULATU",505,TERPEZIŢA,74359,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:13",279,236,0,24,19,214,171,0,24,19,195,19,300,86,70,109,13,1,0,2
17,DOLJ,"ȘCOALA CU CLASELE I-IV CIOROIU NOU",310,CIOROIAŞI,71812,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:30",392,361,0,18,13,263,232,0,18,13,253,10,400,137,29,205,15,1,1,2
17,DOLJ,"SCOALA CU CLASELE I-IV CIUTURA",525,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:33",571,535,1,5,30,390,355,0,5,30,351,39,600,210,229,72,28,10,0,12
17,DOLJ,"SCOALA CU CLASELEI-IV DIN SATUL CASTRELE TRAIANE",444,PLENIŢA,73709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:43",630,603,0,5,22,370,343,0,5,22,356,14,700,330,83,212,28,9,0,24
17,DOLJ,"SCOALA CU CLASELE I-IV FOISOR",345,DRĂNIC,72221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:02",160,151,0,9,0,124,115,0,9,0,119,5,200,76,65,43,8,2,0,1
17,DOLJ,"ŞCOALA CU CLASELE I-IV LAZU",506,TERPEZIŢA,74359,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:08",265,228,0,24,13,208,171,0,24,13,201,7,275,67,67,111,14,7,0,2
17,DOLJ,"ȘCOALA CU CLASELE I-IV MOSNA",250,BRABOVA,70986,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:19",112,94,0,17,1,112,94,0,17,1,103,9,140,28,14,83,3,1,1,1
17,DOLJ,"SCOALA CU CLASELE I-IV PIETROAIA",493,SOPOT,74242,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:06",344,339,0,3,2,210,205,0,3,2,187,23,360,150,25,124,16,7,2,13
17,DOLJ,"SCOALA CU CLASELE I-IV SOPOT",490,SOPOT,74242,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:25",359,349,0,6,4,200,190,0,6,4,180,20,397,197,6,141,28,2,0,3
17,DOLJ,"ŞCOALA CU CLASELE I-IV STIUBEI",531,VELA,74616,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:42:12",83,65,0,14,4,57,39,0,14,4,51,2,103,50,1,44,3,0,0,3
17,DOLJ,"ŞCOALA CU CLASELE I-IV SUHARU",530,VELA,74616,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:49",233,191,0,34,8,170,128,0,34,8,155,12,250,83,8,119,10,3,0,15
17,DOLJ,"ŞCOALA CU CLASELE I-IV VELEŞTI",421,MURGAŞI,73371,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:19",371,327,0,27,17,271,227,0,27,17,259,12,400,129,21,231,5,2,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV VÎRVOR",526,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:24:24",527,496,2,8,21,332,303,0,8,21,262,11,600,327,125,110,12,9,0,6
17,DOLJ,"SCOALA CU CLASELE I-VIII",222,"ORAŞ ŞEGARCEA",70502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:01",1459,1443,4,10,2,679,667,0,10,2,637,30,1600,933,385,202,33,0,4,13
17,DOLJ,"SCOALA CU CLASELE I-VIII",521,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:05:19",1333,1306,0,24,3,729,702,0,24,3,658,67,1400,651,234,244,63,10,2,105
17,DOLJ,"SCOALA CU CLASELE I-VIII BELOŢ",492,SOPOT,74242,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:23",241,229,0,9,3,160,148,0,9,3,145,15,247,87,9,116,13,3,0,4
17,DOLJ,"ȘCOALA CU CLASELE I-VIII CIOROIAȘI",309,CIOROIAŞI,71812,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:38",799,731,2,39,27,552,486,0,39,27,520,32,853,301,101,368,28,16,0,7
17,DOLJ,"ŞCOALA CU CLASELE I-VIII COȚOFENII DIN FAŢĂ",320,"COŢOFENII DIN FAŢĂ",74875,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:21",1340,1317,1,10,12,855,832,1,10,12,808,47,1426,571,70,666,54,9,0,9
17,DOLJ,"ŞCOALA CU CLASELE I-VIII GUBAUCEA",529,VELA,74616,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:28:51",528,499,0,10,19,315,286,0,10,19,295,20,550,230,54,214,13,5,0,9
17,DOLJ,"SCOALA CU CLASELE I-VIII MAGLAVIT",392,MAGLAVIT,73031,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:42:54",1811,1731,1,29,50,1121,1041,1,29,50,1016,52,1835,767,604,324,45,25,1,17
17,DOLJ,"ŞCOALA CU CLASELE I-VIII MURGAŞI",420,MURGAŞI,73371,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:33",928,867,2,32,27,624,565,0,32,27,605,19,950,326,91,421,55,12,5,21
17,DOLJ,"ŞCOALA CU CLASELE I-VIII VELA",527,VELA,74616,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:40",435,346,0,76,13,323,234,0,76,13,307,16,378,55,11,268,16,6,0,6
17,DOLJ,"ŞCOALA CU CLASELE I-VIII VÎRVORU DE JOS",524,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:12",953,892,1,11,49,678,620,0,11,47,588,44,1021,389,227,288,45,14,0,14
17,DOLJ,"ŞCOALA CU CLS.I-IV",470,ROJIŞTE,74949,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:52",530,494,0,16,20,395,359,0,16,20,383,12,600,205,194,170,13,2,1,3
17,DOLJ,"SCOALA CU CLS. I - IV BENEŞTI",339,DRĂGOTEŞTI,72150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:52",346,321,1,19,5,241,217,1,19,4,217,24,400,159,51,126,14,6,0,20
17,DOLJ,"SCOALA CU CLS. I - IV BUZDUC",340,DRĂGOTEŞTI,72150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:53",133,86,1,39,7,116,69,1,39,7,109,7,150,34,39,55,7,5,0,3
17,DOLJ,"SCOALA CU CLS. I-IV CETATE",305,CETATE,71787,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:36",1697,1631,2,7,57,785,721,0,7,57,784,1,1749,960,1,776,7,0,0,0
17,DOLJ,"SCOALA CU CLS I-IV MALAESTI SALA",374,GOIEŞTI,72677,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:28",305,295,0,7,3,200,190,0,7,3,185,15,400,200,58,104,9,7,0,7
17,DOLJ,"SCOALA CU CLS. I-IV MORENI",308,CETATE,71787,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:16",400,377,1,7,15,260,237,1,7,15,253,7,500,240,4,213,36,0,0,0
17,DOLJ,"ȘCOALA CU CLS I-IV PANAGHIA",280,CALOPĂR,71457,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:34",659,573,0,79,7,477,391,0,79,7,456,13,600,131,95,341,10,9,0,1
17,DOLJ,"SCOALA CU CLS. I - IV VIIŞOARA",342,DRĂGOTEŞTI,72150,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:35",424,395,0,16,13,297,268,0,16,13,267,30,400,103,104,123,26,5,0,9
17,DOLJ,"SCOALA CU CLS. I-VIII BARBU IONESCU URZICUTA",516,URZICUŢA,74554,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:28:01",1897,1845,0,47,5,997,945,0,47,5,938,59,1938,919,206,655,37,18,0,22
17,DOLJ,"ȘCOALA CU CLS I-VIII BELCINU",279,CALOPĂR,71457,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:00",443,412,0,29,2,292,261,0,29,2,272,20,500,208,72,173,16,6,1,4
17,DOLJ,"ȘCOALA CU CLS.I-VIII CALOPĂR",278,CALOPĂR,71457,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:24",1216,1102,0,113,1,764,650,0,113,1,730,31,1190,31,161,514,30,13,2,10
17,DOLJ,"SCOALA CU CLS. I-VIII CÂRNA",294,CÂRNA,74867,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:08",1109,997,0,65,47,800,688,0,65,47,747,53,1151,351,224,491,19,7,0,6
17,DOLJ,"SCOALA CU CLS. I-VIII F-B",307,CETATE,71787,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:14",712,671,0,10,31,404,363,0,10,31,383,21,800,396,14,300,62,3,0,4
17,DOLJ,"SCOALA CU CLS I-VIII TANDARA SALA",376,GOIEŞTI,72677,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:56",556,541,0,9,6,387,372,0,9,6,354,33,600,213,126,164,27,11,0,26
17,DOLJ,"ŞCOALA DIN SATUL CIOCANE",254,BRALOŞTIŢA,71126,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:31",683,677,0,4,2,449,443,0,4,2,419,30,700,251,236,136,20,6,0,21
