precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ANGHEL IUSTINA-voturi","PANTAZICĂ SIMION-voturi"
41,VRANCEA,"SALA DE SPORT VIDRA",335,VIDRA,178377,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:26:00",1480,1455,5,13,7,742,721,1,13,7,707,35,1601,855,188,84,282,70,20,18,45
41,VRANCEA,"SCOALA GENERALA",339,VIDRA,178377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:39",354,339,1,8,6,207,193,0,8,6,193,14,381,174,31,49,87,8,2,1,15
41,VRANCEA,"SCOALA GENERALA",338,VIDRA,178377,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:15:21",703,692,0,8,3,323,312,0,8,3,297,26,758,435,74,40,134,30,10,4,5
41,VRANCEA,"SCOALA GENERALA",337,VIDRA,178377,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:08:13",353,344,0,3,6,353,344,0,3,6,328,25,794,441,52,64,121,39,12,1,39
41,VRANCEA,"SCOALA GENERALA",342,VIDRA,178377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:36",554,545,0,9,0,286,277,0,9,0,274,12,601,315,48,24,181,7,6,1,7
41,VRANCEA,"SCOALA GENERALA",336,VIDRA,178377,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:28:54",648,638,1,5,4,329,319,1,5,4,291,20,709,390,40,23,139,38,20,10,21
41,VRANCEA,"SCOALA GENERALA",343,VIDRA,178377,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:01",272,265,0,7,0,142,135,0,7,0,126,16,298,156,45,21,40,13,1,3,3
41,VRANCEA,"SCOALA GENERALA",340,VIDRA,178377,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:28:52",447,438,0,8,1,210,201,0,8,1,195,15,494,284,53,37,49,24,6,15,11
41,VRANCEA,"ȘCOALA GENERALĂ TICHIRIȘ - ȘCOALA NOUĂ",341,VIDRA,178377,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:26:23",592,581,0,5,6,344,333,0,5,6,317,27,651,307,45,71,111,31,2,3,54
