precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DĂDULESCU CONSTANTIN-TUDOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","IACOB DAN-PARTIDUL NAȚIONAL LIBERAL-voturi","FLOREA JAN-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
30,OLT,"GRĂDINIŢA CU PROGRAM NORMAL PLĂVICENI",301,SCĂRIŞOARA,128613,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:57",527,519,0,6,2,256,248,0,6,2,241,15,572,316,27,199,15
30,OLT,"ŞCOALA GIMNAZIALĂ SCĂRIŞOARA",299,SCĂRIŞOARA,128613,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:19",899,895,0,4,0,498,494,0,4,0,448,50,985,487,22,424,2
30,OLT,"ŞCOALA GIMNAZIALĂ SCĂRIŞOARA",300,SCĂRIŞOARA,128613,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:44",894,885,0,6,3,523,514,0,6,3,487,36,975,452,21,453,13
