precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL VERDE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL MAKEDONARMÂNILOR DIN ROMÂNIA-voturi","OVANESIAN FELICIA-NADINA-voturi","POPESCU GEORGE-ANDREI-voturi","VOINEAGU EUGEN-voturi"
14,CONSTANŢA,"AGENȚIA FISCALĂ NR.1-4",135,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:36",1364,1360,0,3,1,617,613,0,3,1,600,17,1500,883,78,160,138,7,26,14,12,5,121,0,4,18,9,8
14,CONSTANŢA,"AGENȚIA FISCALĂ NR.1-4",134,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:33",1574,1562,0,12,0,688,676,0,12,0,660,28,1700,1012,77,128,160,7,14,22,11,7,177,3,8,32,11,3
14,CONSTANŢA,"ANEXĂ LA COLEGIUL NAŢIONAL ”MIRCEA CEL BĂTRÂN”",200,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:05",573,562,3,8,0,265,257,0,8,0,258,7,900,635,30,36,58,4,8,7,7,4,90,1,0,6,2,5
14,CONSTANŢA,"ANEXĂ LA COLEGIUL NAŢIONAL ”MIRCEA CEL BĂTRÂN”",199,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:01:51",582,572,0,10,0,258,248,0,10,0,246,12,900,642,32,63,49,1,7,6,6,1,61,1,0,12,3,4
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",34,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:49",1224,1220,1,3,0,448,445,0,3,0,432,16,1400,952,119,161,55,9,9,12,6,5,34,4,1,12,2,3
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",35,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:17:15",1044,1040,0,4,0,418,414,0,4,0,407,11,1100,682,84,111,66,2,12,7,8,5,70,4,1,19,11,7
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",37,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:26",1726,1720,0,6,0,690,684,0,6,0,669,21,1900,1210,131,201,130,9,22,10,7,8,106,5,2,25,8,5
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",36,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:47",1107,1104,0,3,0,450,447,0,3,0,435,15,1200,750,67,124,77,4,25,17,8,8,75,1,2,20,4,3
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",33,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:23",1521,1515,1,5,0,620,615,0,5,0,591,29,1700,1080,90,158,130,5,12,19,6,2,133,0,0,21,8,7
14,CONSTANŢA,"ANEXĂ ŞCOALA GIMNAZIALĂ NR.8",32,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:19:27",835,832,0,3,0,371,368,0,3,0,357,14,900,529,39,84,92,5,19,11,2,3,62,6,7,14,11,2
14,CONSTANŢA,"ATELIER ŞCOALĂ",202,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:44:43",688,680,1,7,0,316,309,0,7,0,296,20,700,384,39,65,64,8,10,7,10,0,50,0,15,20,3,5
14,CONSTANŢA,"BAROUL CONSTANȚA",14,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:28:03",608,600,0,8,0,256,248,0,8,0,249,6,700,444,28,47,68,5,14,5,5,4,49,2,2,10,8,2
14,CONSTANŢA,"BAROUL CONSTANȚA",15,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:53",786,779,0,7,0,323,316,0,7,0,314,9,800,477,46,77,72,6,6,6,8,6,71,2,0,11,3,0
14,CONSTANŢA,"CAMPUS SOCIAL ”HENRI COANDĂ”",210,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 22:17:14",1676,1667,0,9,0,634,625,0,9,0,560,74,1800,1166,127,292,51,6,13,16,9,0,29,2,2,2,4,7
14,CONSTANŢA,"CENTRUL DE PERFECȚIONARE AL MARINEI CIVILE",110,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:13:16",1448,1436,4,8,0,609,601,0,8,0,601,8,1600,991,83,114,155,6,18,12,12,10,146,2,8,20,10,5
14,CONSTANŢA,"CENTRUL DE PERFECȚIONARE AL MARINEI CIVILE",108,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:32:53",1957,1950,0,6,1,831,824,0,6,1,781,50,2000,1169,125,150,172,10,26,11,10,14,172,10,9,45,15,12
14,CONSTANŢA,"CENTRUL DE PERFECȚIONARE AL MARINEI CIVILE",109,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:44:02",1686,1682,1,3,0,709,706,0,3,0,691,16,1900,1191,118,159,163,3,15,7,13,4,154,7,21,18,7,2
14,CONSTANŢA,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ",180,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:04",1018,1008,1,9,0,497,488,0,9,0,472,25,1100,603,58,113,114,1,16,13,6,4,88,3,25,23,2,6
14,CONSTANŢA,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ",178,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:09",1134,1126,3,5,0,508,503,0,5,0,497,11,1200,690,55,100,127,8,21,7,4,8,108,2,29,17,4,7
14,CONSTANŢA,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ",179,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:45:00",942,921,7,14,0,470,456,0,14,0,448,22,1000,530,56,80,112,6,8,10,4,8,114,0,16,24,4,6
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",120,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:32",712,705,0,7,0,300,293,0,7,0,287,12,786,486,38,80,71,0,10,8,0,3,41,2,12,8,7,7
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",118,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:01",868,858,1,9,0,381,372,0,9,0,363,14,900,420,68,94,74,4,16,10,2,6,58,0,5,14,4,8
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",119,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:17:54",978,968,2,7,1,431,423,0,7,1,409,22,1100,669,67,105,84,3,20,10,5,6,57,5,19,11,11,6
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",117,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:50:31",1510,1498,1,10,1,611,600,0,10,1,589,22,1600,989,82,145,111,5,23,13,11,14,104,8,22,24,12,15
14,CONSTANŢA,"CENTRUL ȘCOLAR ”ALBATROS”",116,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:13:42",1060,1054,1,5,0,454,449,0,5,0,434,20,1200,746,73,96,85,5,11,8,7,4,91,0,18,21,10,5
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA ”DELFINUL” (ŞCOALA AJUTATOARE NR. 1)",121,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:21:23",1527,1519,4,4,0,614,610,0,4,0,593,21,1700,1086,69,177,136,2,21,13,7,9,99,1,24,17,6,12
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA ”DELFINUL” (ŞCOALA AJUTATOARE NR. 1)",122,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:35",1523,1517,1,5,0,584,579,0,5,0,567,15,1700,1118,83,113,146,11,18,12,13,4,106,1,28,23,5,4
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",92,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:21:09",1549,1538,4,7,0,588,581,0,7,0,560,28,1700,1112,121,127,99,14,16,10,8,9,114,1,5,16,10,10
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",94,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:36:03",1007,1003,0,4,0,380,376,0,4,0,374,6,1100,720,52,78,86,3,15,8,6,5,89,4,2,14,8,4
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",93,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:36",783,771,1,11,0,365,360,0,5,0,358,7,900,535,56,77,81,5,15,9,6,3,81,3,2,9,9,2
14,CONSTANŢA,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA”MARIA MONTESSORI” (ŞCOALA AJUTATOARE NR. 2)",95,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:42",819,809,2,8,0,353,345,0,8,0,339,14,900,547,50,93,68,5,5,8,6,4,69,2,0,24,2,3
14,CONSTANŢA,"COLEGIUL COMERCIAL ”CAROL I”",8,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:17",842,811,26,5,0,364,359,0,5,0,355,9,900,536,39,55,86,4,12,4,6,5,100,6,6,26,4,2
14,CONSTANŢA,"COLEGIUL COMERCIAL ”CAROL I”",7,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:24",1275,1254,16,5,0,602,597,0,5,0,586,16,1400,798,48,114,186,3,17,10,8,7,139,1,16,25,8,4
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",28,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:03",937,931,0,6,0,419,413,0,6,0,407,12,1000,581,72,122,72,5,13,11,8,6,61,2,6,13,9,7
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",29,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:13",520,515,0,5,0,257,252,0,5,0,247,10,600,343,24,85,54,1,8,6,5,4,44,1,2,6,4,3
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",27,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:56:37",841,833,0,8,0,439,431,0,8,0,428,11,900,461,49,100,108,5,21,15,4,6,88,3,9,8,8,4
14,CONSTANŢA,"COLEGIUL NAȚIONAL DE ARTE ”REGINA MARIA” (ȘCOALA NR. 42)",26,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:06",874,864,2,8,0,426,418,0,8,0,405,21,1000,574,59,97,86,7,13,8,4,11,100,2,4,10,2,2
14,CONSTANŢA,"COLEGIUL NATIONAL ” MIHAI EMINESCU”",2,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 15:09:29",591,573,8,10,0,225,215,0,10,0,216,9,700,475,37,50,62,2,3,2,3,5,43,0,2,4,3,0
14,CONSTANŢA,"COLEGIUL NATIONAL ” MIHAI EMINESCU”",1,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:40",1876,1841,21,14,0,344,329,1,14,0,337,7,1900,1556,62,63,82,1,19,4,3,4,72,2,2,18,3,2
14,CONSTANŢA,"COLEGIUL NAȚIONAL „MIHAI EMINESCU„",3,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:23",801,792,3,6,0,302,296,0,6,0,294,8,900,598,42,61,75,3,9,10,3,3,67,1,1,12,1,6
14,CONSTANŢA,"COLEGIUL NAŢIONAL MIRCEA CEL BĂTRÂN",5,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:27:16",572,560,3,9,0,280,271,0,9,0,269,10,700,421,27,63,63,0,9,10,3,12,62,1,3,12,2,2
14,CONSTANŢA,"COLEGIUL NAŢIONAL MIRCEA CEL BĂTRÂN",4,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:48",578,571,0,7,0,260,253,0,7,0,248,12,600,340,36,57,57,3,13,3,3,8,53,0,2,7,2,4
14,CONSTANŢA,"COLEGIUL NATIONAL PEDAGOGIC ”CONSTANTIN BRĂTESCU”",9,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:47",1453,1438,7,8,0,662,654,0,8,0,639,23,1500,838,105,118,162,10,23,8,13,6,135,4,29,12,7,7
14,CONSTANŢA,"COLEGIUL NATIONAL PEDAGOGIC ”CONSTANTIN BRĂTESCU”",11,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:20",1153,1136,6,11,0,525,514,0,11,0,503,22,1200,675,66,92,135,8,21,9,11,6,103,8,7,27,9,1
14,CONSTANŢA,"COLEGIUL NATIONAL PEDAGOGIC ”CONSTANTIN BRĂTESCU”",10,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:31:19",1134,1117,8,9,0,501,490,2,9,0,490,11,1200,699,72,93,111,2,15,10,10,4,114,4,19,22,7,7
14,CONSTANŢA,"COLEGIUL TEHNIC ENERGETIC",183,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:25:45",1254,1237,11,6,0,555,549,0,6,0,534,20,1400,845,68,99,122,9,15,12,3,5,151,3,6,25,8,8
14,CONSTANŢA,"COLEGIUL TEHNIC ENERGETIC",185,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:10",1214,1180,20,14,0,512,498,0,14,0,494,18,1300,788,81,90,105,7,25,15,6,0,115,2,16,26,6,0
14,CONSTANŢA,"COLEGIUL TEHNIC ENERGETIC",186,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:13:21",1624,1604,14,6,0,751,745,0,6,0,739,12,1800,1049,98,141,153,3,37,19,16,9,181,3,19,44,7,9
14,CONSTANŢA,"COLEGIUL TEHNIC ENERGETIC",184,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:24",671,662,3,6,0,300,294,0,6,0,285,12,700,403,44,53,66,5,13,7,4,6,73,1,3,0,8,2
14,CONSTANŢA,"COLEGIUL TEHNIC ”TOMIS”",173,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:11",608,600,0,8,0,286,278,0,8,0,274,12,700,414,35,55,62,2,12,10,2,5,60,1,6,19,1,4
14,CONSTANŢA,"COLEGIUL TEHNIC ”TOMIS”",174,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:14",993,984,0,9,0,482,473,0,9,0,437,45,1100,618,55,85,113,4,4,9,4,0,111,0,22,21,3,6
14,CONSTANŢA,"COLEGIUL TEHNIC ”TOMIS”",172,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:37",896,887,3,6,0,389,383,0,6,0,378,11,1000,611,46,94,85,1,20,12,4,0,81,1,11,14,5,4
14,CONSTANŢA,"COLEGIUL TEHNIC ”TOMIS”",171,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:54:31",934,924,3,7,0,440,433,0,7,0,429,11,1000,560,50,103,111,5,16,4,4,0,86,2,22,16,3,7
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR.34",83,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:23",1569,1563,0,6,0,606,600,0,6,0,577,29,1600,994,106,125,108,17,23,13,17,3,124,2,3,15,12,9
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR.34",84,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:19",1240,1231,0,9,0,517,508,0,9,0,499,18,1400,883,106,124,91,6,24,14,8,4,98,5,1,12,3,3
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 51",132,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:15:19",1392,1380,0,10,2,586,574,0,10,2,564,19,1500,917,89,176,107,5,16,15,8,3,86,0,9,26,12,12
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 51",133,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:22",1430,1408,15,6,1,637,630,0,6,1,621,16,1600,963,100,147,120,9,20,10,13,3,140,3,10,29,9,8
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT”AMICII” (GRĂDINIŢA NR.12 )",151,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:20:23",1073,1057,5,11,0,449,438,0,11,0,429,20,1200,751,54,129,77,3,15,8,8,5,102,0,5,15,3,5
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”MUGUREL” (GRĂDINIŢA NR. 43)",131,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:22",1405,1397,1,7,0,602,595,0,7,0,583,19,1500,898,68,180,119,12,19,15,11,6,106,5,7,21,9,5
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”MUGUREL” (GRĂDINIŢA NR. 43)",130,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:56",1309,1299,3,7,0,515,508,0,7,0,491,24,1395,880,80,137,90,3,17,13,9,3,89,8,8,19,10,5
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”NOROCEL”(GRĂDINIŢA NR.13)",166,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:41",942,933,3,6,0,418,412,0,6,0,403,15,1000,582,47,95,89,2,21,8,3,3,95,0,6,15,5,14
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”NOROCEL”(GRĂDINIŢA NR.13)",165,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 22:48:15",815,809,0,6,0,362,356,0,6,0,346,10,900,538,33,104,61,1,14,6,6,3,85,2,4,12,7,8
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.45",190,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:51",813,801,3,9,0,377,368,0,9,0,368,9,900,523,49,61,91,8,11,8,5,5,92,3,10,19,3,3
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6",203,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:08:17",709,699,1,9,0,343,334,0,9,0,329,14,800,457,27,93,61,1,7,10,11,1,79,1,4,18,14,2
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 8 (TOMIS II)",201,"MUNICIPIUL CONSTANŢA",60419,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:24:31",744,723,0,21,0,377,356,0,21,0,368,9,1000,623,51,81,87,9,16,7,4,7,66,2,13,13,8,4
14,CONSTANŢA,"LICEUL CU PROGRAM SPORTIV ”NICOLAE ROTARU ” (ŞCOALA NR.34)",22,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:00",1324,1324,0,0,0,591,591,0,0,0,570,21,1500,901,89,154,123,8,17,6,9,1,124,3,4,18,7,7
14,CONSTANŢA,"LICEUL CU PROGRAM SPORTIV ”NICOLAE ROTARU ” (ŞCOALA NR.34)",25,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:27:48",1369,1362,0,7,0,659,652,0,7,0,629,30,1500,841,81,160,146,5,19,16,7,5,161,2,11,0,10,6
14,CONSTANŢA,"LICEUL CU PROGRAM SPORTIV ”NICOLAE ROTARU ” (ŞCOALA NR.34)",23,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:41",1069,1063,2,4,0,426,422,0,4,0,408,18,1200,774,73,99,86,4,18,11,9,3,69,0,9,9,7,11
14,CONSTANŢA,"LICEUL CU PROGRAM SPORTIV ”NICOLAE ROTARU ” (ŞCOALA NR.34)",24,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:35:31",1199,1189,2,8,0,556,548,0,8,0,532,16,1300,752,104,135,85,7,18,7,4,8,111,3,6,23,9,12
14,CONSTANŢA,"LICEUL ENERGETIC CONSTANȚA",181,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:58",1113,1094,9,9,1,512,502,0,9,1,502,10,1500,888,78,99,138,9,15,4,6,3,108,1,4,23,9,5
14,CONSTANŢA,"LICEUL ENERGETIC CONSTANȚA",182,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 13:48:53",1596,1533,3,28,32,680,620,0,28,32,655,20,1700,1020,76,171,151,5,26,17,10,5,146,2,2,24,17,3
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”C.A.ROSETTI”",38,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:35",1026,1008,11,7,0,470,463,0,7,0,461,9,1400,930,70,84,116,3,14,12,12,5,108,1,6,20,6,4
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”C.A.ROSETTI”",40,"MUNICIPIUL CONSTANŢA",60419,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:48:48",1190,1180,5,5,0,544,539,0,5,0,525,19,1300,756,68,123,130,7,22,9,9,4,113,3,2,21,10,4
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”C.A.ROSETTI”",39,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:39:24",1067,1061,0,6,0,430,424,0,6,0,409,21,1200,770,62,99,77,7,14,19,3,8,92,3,4,13,7,1
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”C.A.ROSETTI”",41,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:08",797,791,0,6,0,381,375,0,6,0,373,8,900,519,40,91,71,5,24,7,4,2,90,1,2,24,9,3
14,CONSTANŢA,"LICEUL TEHNOLOGIC DE ELECTROTEHNICA SI TELECOMUNICAȚII",206,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:08:06",1184,1170,7,7,0,571,564,0,7,0,552,19,1300,729,74,108,150,5,14,5,2,14,119,5,34,11,6,5
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”",75,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:17:07",1662,1644,10,8,0,701,693,0,8,0,652,49,1800,1099,119,166,137,11,18,11,16,9,97,6,5,35,11,11
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”",74,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:45",1621,1615,2,4,0,713,709,0,4,0,696,17,1800,1087,131,168,143,11,23,28,20,6,115,3,2,29,6,11
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”GHEORGHE DUCA”",88,"MUNICIPIUL CONSTANŢA",60419,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:43:01",1608,1597,1,10,0,652,642,0,10,0,612,22,1800,1148,114,164,149,7,15,15,9,5,102,3,0,15,7,7
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”GHEORGHE MIRON COSTIN” (INDUSTRIE ALIMENTARA)",72,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:32",1211,1201,0,10,0,509,499,0,10,0,499,10,1201,692,89,129,100,11,23,19,3,2,81,5,2,20,6,9
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”GHEORGHE MIRON COSTIN” (INDUSTRIE ALIMENTARA)",73,"MUNICIPIUL CONSTANŢA",60419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:33",1544,1531,4,9,0,569,560,0,9,0,543,26,1700,1131,102,139,114,8,12,14,12,4,90,2,9,12,14,11
