precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",354,"23 AUGUST",60598,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:20",1302,1298,1,1,2,691,688,0,1,2,670,21,1432,741,450,115,30,57,18
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",353,"23 AUGUST",60598,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:30:55",1292,1282,7,0,3,656,651,2,0,3,633,23,1410,754,462,89,16,56,10
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",356,"23 AUGUST",60598,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:21",1068,1059,1,8,0,488,480,0,8,0,464,23,1160,673,345,43,9,51,16
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",355,"23 AUGUST",60598,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:59",1161,1157,0,4,0,657,653,0,4,0,642,15,1276,619,510,63,5,33,31
