precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BIŞOC ALIN-DOBRIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","ANTON IOSIF-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHĂLCUŢ PETRONELA-PARTIDUL SOCIAL DEMOCRAT-voturi","ZĂPODEANU PAUL-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BACALU MIHAI-PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"CAMIN CULTURAL HALAUCESTI",485,HĂLĂUCEŞTI,97438,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:12",1342,1308,1,5,28,563,530,0,5,28,532,31,1400,837,62,365,32,73,0
24,IAŞI,"CAMIN CULTURAL HALAUCESTI",486,HĂLĂUCEŞTI,97438,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:26",1202,1157,0,4,41,627,582,0,4,41,560,22,1300,718,49,335,40,126,10
24,IAŞI,"GRADINITA CU PROGRAM NORMAL HALAUCESTI",487,HĂLĂUCEŞTI,97438,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:34",1471,1415,0,4,52,643,587,0,4,52,621,22,1600,957,79,357,80,98,7
24,IAŞI,"SCOALA GENERALA LUNCASI",488,HĂLĂUCEŞTI,97438,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:18",766,751,1,2,12,306,295,0,2,9,296,10,854,548,27,154,35,72,8
