precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"GRĂDINIȚA CU P.P. RECAȘ",284,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:43:26",1402,1381,1,11,9,781,760,1,11,9,734,47,1600,819,45,48,28,407,5,108,8,4,1,5,75
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",322,BELINŢ,155797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:52",191,176,1,6,8,121,106,1,6,8,114,7,301,180,11,4,0,56,1,3,0,2,0,1,36
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",320,BELINŢ,155797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:39",172,165,0,4,3,119,112,0,4,3,111,8,200,81,5,9,2,75,0,0,2,0,0,0,18
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CHIZATAU",321,BELINŢ,155797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:06",602,557,1,7,37,414,373,0,7,34,388,26,700,286,19,9,5,260,1,7,2,2,1,1,81
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CLARII VII",282,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:54",227,216,0,11,0,96,85,0,11,0,91,5,400,304,30,5,1,38,0,0,1,5,0,0,11
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL CRIVINA DE SUS",516,PIETROASA,158136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:31",164,161,0,1,2,112,109,0,1,2,100,12,200,88,19,3,0,75,0,1,0,0,0,1,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL FĂGET",258,"ORAŞ FĂGET",156801,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:05:52",1383,1365,3,11,4,838,821,2,11,4,758,80,1400,562,106,52,21,486,1,17,4,5,3,4,59
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL GRĂNICERII",421,GIERA,157273,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:18",202,198,0,4,0,88,84,0,4,0,84,4,301,213,10,3,10,42,0,2,2,0,0,1,14
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL IOHANISFELD",503,OTELEC,159525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:04",886,874,1,6,5,402,391,0,6,5,367,35,900,498,32,12,11,226,4,4,3,3,0,2,70
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.13",226,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:20",1558,1546,0,10,2,670,658,0,10,2,654,16,1600,930,62,31,51,290,26,22,8,10,7,25,122
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",219,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:33:20",1035,1027,0,8,0,475,467,0,8,0,449,26,1100,625,55,19,20,209,15,16,6,5,3,10,91
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 TĂPIA",239,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:31",276,269,0,7,0,126,119,0,7,0,119,7,300,174,13,14,3,64,5,2,1,2,1,3,11
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL OFSENIŢA",303,BANLOC,155591,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:19:22",318,311,0,4,3,149,142,0,4,3,136,13,400,251,17,2,2,103,2,3,1,0,0,0,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL PARTOŞ",304,BANLOC,155591,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:11",377,370,1,6,0,183,176,1,6,0,172,11,500,317,9,7,13,134,1,0,0,2,0,2,4
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL PIETROASA",515,PIETROASA,158136,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:58",261,253,0,1,7,218,210,0,1,7,199,19,300,82,24,3,2,154,0,3,2,0,0,1,10
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL REMETEA-LUNCĂ",472,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:47",351,330,1,7,13,237,217,0,7,13,217,20,500,263,41,21,44,63,3,13,5,1,1,1,24
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SÂNPETRU MIC",607,VARIAŞ,159213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:42:07",455,445,0,6,4,191,181,0,6,4,173,18,500,309,12,8,16,119,0,3,2,0,0,0,13
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SOCA",305,BANLOC,155591,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:52",449,436,0,5,8,248,235,0,5,8,221,27,500,252,31,15,7,146,0,3,0,0,1,3,15
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL TOAGER",422,GIERA,157273,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:08",319,305,0,5,9,164,150,0,5,9,141,23,404,240,15,9,16,73,1,11,0,0,0,0,16
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL VIZEJDIA",441,GOTTLOB,159419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:50",367,365,1,1,0,160,159,0,1,0,141,19,600,440,23,14,2,92,2,1,2,2,0,0,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT BECICHERECU MIC",317,"BECICHERECU MIC",155760,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:15",1585,1572,3,0,10,796,786,0,0,10,747,49,1800,1004,97,32,20,359,3,34,3,10,5,8,176
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",379,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:28",1548,1513,3,26,6,878,845,1,26,6,834,44,1700,822,49,18,10,273,8,46,6,1,1,6,416
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",380,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:51",1658,1606,1,36,15,981,930,0,36,15,950,31,1800,819,77,35,14,303,4,56,4,9,2,9,437
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT GIARMATA",416,GIARMATA,157246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:51",1679,1669,1,8,1,802,792,1,8,1,763,39,2011,1209,107,44,19,407,7,18,6,8,13,7,127
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NADRAG",487,NĂDRAG,157898,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:10",1020,1000,1,5,14,545,526,0,5,14,517,28,1100,555,31,36,10,336,3,13,0,5,4,0,79
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12)",138,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:36",732,723,2,7,0,282,275,0,7,0,275,7,800,518,29,12,11,95,3,6,5,4,4,5,101
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",125,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:21",961,954,3,4,0,439,435,0,4,0,421,18,1000,561,42,11,10,164,3,2,6,8,3,16,156
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",124,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:43",1132,1122,0,10,0,485,475,0,10,0,451,34,1200,715,44,14,11,191,2,7,8,8,0,19,147
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.13 TIMIȘOARA",207,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:40",452,447,0,5,0,225,220,0,5,0,219,6,500,275,33,21,5,56,0,9,4,2,5,19,65
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",228,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:37",1396,1386,3,7,0,524,517,0,7,0,493,31,1500,976,66,30,32,211,17,14,5,3,6,9,100
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",49,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:40",1294,1273,10,8,3,606,595,0,8,3,583,23,1300,694,48,24,22,179,9,8,3,6,7,21,256
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",48,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:33",1348,1335,7,6,0,620,614,0,6,0,612,8,1400,780,55,20,20,202,9,11,9,17,3,23,243
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",177,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 15:02:46",1467,1449,11,7,0,606,599,0,7,0,572,32,1502,896,56,10,26,199,2,7,2,7,7,24,232
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",178,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:14",1300,1277,15,7,1,621,613,0,7,1,609,12,1300,679,47,22,16,231,8,12,7,5,8,21,232
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",176,"MUNICIPIUL TIMIŞOARA",155243,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:04:38",1449,1420,19,10,0,590,580,0,10,0,579,11,1500,910,50,27,24,201,4,10,4,10,6,27,216
37,TIMIŞ,"GRADINIŢA CU PROGRAM PRELUNGIT NR.23",145,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:55",1126,1103,14,9,0,446,437,0,9,0,437,9,1200,754,23,18,25,148,1,7,7,5,7,15,181
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",46,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:32",1219,1204,0,15,0,532,517,0,15,0,518,14,1300,768,26,15,32,147,6,7,3,4,1,35,242
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",47,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:59",1227,1203,10,13,1,524,510,0,13,1,501,23,1300,776,34,14,17,159,5,5,2,7,2,16,240
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",106,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:16",1928,1895,18,15,0,959,943,1,15,0,939,20,2000,1041,54,10,30,322,6,11,6,6,11,37,446
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",107,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:43",1847,1814,18,15,0,880,864,1,15,0,860,20,1900,1020,80,28,42,300,8,9,5,4,12,31,341
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",211,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:55",1354,1339,5,10,0,625,615,0,10,0,605,20,1400,775,103,34,25,261,44,14,5,3,7,13,96
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",210,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:41:27",1631,1622,0,8,1,657,648,0,8,1,581,76,1700,1043,96,27,25,263,29,15,4,1,4,15,102
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.36",41,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:32",1165,1152,3,10,0,470,460,0,10,0,446,24,1200,730,25,18,21,146,4,7,5,7,3,16,194
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",19,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:47",1329,1310,11,8,0,525,516,1,8,0,511,14,1400,875,34,15,15,195,7,11,8,6,7,19,194
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",18,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:19",1654,1599,41,14,0,703,689,0,14,0,691,12,1700,997,44,24,24,212,3,12,3,4,8,34,323
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",203,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:15",1294,1283,3,8,0,574,566,0,8,0,554,20,1300,726,67,24,27,175,2,10,9,14,6,30,190
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",204,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:00:53",1246,1230,10,6,0,526,520,0,6,0,517,9,1300,774,72,12,18,186,6,5,7,6,6,17,182
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",213,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:57",1011,1007,2,2,0,394,392,0,2,0,371,23,1100,706,54,27,20,164,10,8,2,6,1,11,68
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",212,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:36",1189,1180,2,7,0,471,464,0,7,0,452,19,1200,729,57,30,22,204,8,5,4,1,3,13,105
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",215,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:50",1247,1243,2,2,0,481,479,0,2,0,454,27,1300,819,53,15,21,205,13,19,7,4,3,11,103
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",216,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:43",1106,1098,0,7,1,443,435,0,7,1,438,5,1500,1057,63,26,27,201,11,12,4,3,3,14,74
37,TIMIŞ,"GRADINITA PN",373,DAROVA,156623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:30",298,285,0,4,9,220,207,0,4,9,198,22,300,80,32,15,3,95,4,7,2,3,0,7,30
37,TIMIŞ,"GRADINITA PN BODO",299,BALINŢ,155546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:59",438,428,1,5,4,247,238,0,5,4,216,31,600,353,12,14,92,34,2,3,4,0,2,3,50
37,TIMIŞ,"GRADINITA PN JEBEL",450,JEBEL,157424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:35",1631,1583,5,13,30,902,859,0,13,30,857,45,1700,798,88,65,17,518,17,16,8,6,5,13,104
37,TIMIŞ,"GRĂDINIŢA PN UTVIN",559,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:27:54",1374,1349,5,13,7,726,706,0,13,7,683,43,1411,685,143,26,18,290,6,8,4,11,5,12,160
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 ETAJ, SÂNNICOLAU MARE",295,"ORAŞ SÂNNICOLAU MARE",155528,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:06",1456,1438,1,3,14,686,668,1,3,14,658,28,1700,1014,53,24,56,244,9,68,6,5,4,11,178
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 PARTER, SÂNNICOLAU MARE",294,"ORAŞ SÂNNICOLAU MARE",155528,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:17",2055,1916,133,3,3,872,865,1,3,3,836,36,2200,1328,98,36,45,325,9,122,9,6,4,7,175
37,TIMIŞ,"IMOBIL PROPRIETATE A FUNDAȚIEI MISIUNEA PÂINEA VIEȚII",231,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:09",470,462,0,7,1,228,220,0,7,1,212,16,800,572,43,13,16,77,27,10,8,2,2,3,11
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII BOTEȘTI S.R.L.",229,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:49",1342,1325,8,9,0,632,623,0,9,0,615,17,1400,768,59,28,38,265,16,16,7,6,3,17,160
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII RIVA INTIMA S.R.L.",230,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:26:23",1338,1315,1,22,0,589,567,0,22,0,551,38,1400,811,67,28,30,255,12,11,11,1,3,21,112
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII VITIDA MINERAL SRL-FOST MAGAZIN PREZENTARE",218,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:33",1365,1357,0,8,0,560,552,0,8,0,532,28,1400,840,88,50,15,259,22,15,6,4,5,11,57
37,TIMIŞ,"INCUBATORUL DE AFACERI JIMBOLIA",279,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:26",1457,1443,0,12,2,572,558,0,12,2,533,39,1600,1028,98,26,59,216,10,12,4,11,7,12,78
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",11,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:46",1175,1159,6,10,0,432,422,0,10,0,419,13,1200,768,45,22,16,124,3,7,2,6,5,24,165
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",12,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:46",1320,1301,6,13,0,486,473,0,13,0,476,10,1400,914,40,23,12,152,2,5,3,3,3,24,209
37,TIMIŞ,"LICEUL CU PROGRAM SPORTIV ”BANATUL”",109,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:54",1223,1192,21,8,2,509,499,0,8,2,492,17,1600,1091,39,6,20,160,1,11,0,5,5,23,222
37,TIMIŞ,"LICEUL DE ARTĂ ”ION VIDU” TIMIȘOARA",110,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:50",525,501,3,21,0,240,219,0,21,0,233,7,1000,760,15,5,12,83,0,4,1,1,2,2,108
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",165,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 10:48:30",872,848,4,15,5,285,271,0,10,4,275,10,1200,915,35,14,9,73,2,10,1,5,0,12,114
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",163,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:34",1567,1545,18,0,4,598,593,1,0,4,569,29,1600,1002,58,33,24,183,6,5,9,7,3,27,214
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",164,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:19:38",1284,1264,0,11,9,380,360,0,11,9,367,13,1300,920,35,31,9,130,2,3,6,2,4,12,133
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",127,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:17",945,916,19,10,0,484,470,4,10,0,474,10,1400,916,24,12,16,159,0,6,3,9,11,27,207
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",130,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:31",1304,1274,15,15,0,535,520,0,15,0,517,18,1300,765,57,26,8,181,2,10,6,4,4,20,199
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",128,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:01",1063,1051,6,6,0,441,435,0,6,0,425,16,1100,659,38,10,18,138,7,11,6,5,5,12,175
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",131,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:35",1030,1026,2,2,0,421,419,0,2,0,402,19,1100,679,41,14,11,125,1,5,4,7,4,15,175
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",129,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 14:26:06",1132,1121,4,7,0,468,461,0,7,0,447,14,1200,732,30,21,12,162,3,11,0,4,3,18,183
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",126,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:09:01",1220,1210,3,7,0,511,504,0,7,0,497,14,1300,789,48,33,12,155,1,8,5,4,7,20,204
37,TIMIŞ,"LICEUL TEHNOLOGIC CRISTOFOR NAKO ORAŞ SÂNNICOLAU MARE",296,"ORAŞ SÂNNICOLAU MARE",155528,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 14:29:05",1820,1770,3,14,33,764,716,1,14,33,696,61,2000,1236,74,28,38,266,7,92,11,6,1,6,167
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",51,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:33:06",993,969,10,14,0,418,401,3,14,0,412,6,1000,582,42,14,11,144,2,9,3,5,2,13,167
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",52,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:05",1133,1124,4,5,0,535,530,0,5,0,514,21,1200,665,49,12,12,176,2,7,1,9,8,22,216
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",65,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 14:16:37",990,972,7,11,0,409,396,2,11,0,395,14,1100,691,38,20,13,108,5,5,3,5,13,14,171
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",66,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:08",910,882,18,10,0,395,384,1,10,0,380,15,900,505,37,19,19,104,2,1,6,5,5,16,166
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",64,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:53",1211,1149,42,11,9,418,396,2,11,9,406,12,1200,782,35,12,30,120,1,8,3,2,5,10,180
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",152,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:45",1609,1589,13,7,0,708,701,0,7,0,689,19,1600,892,79,29,19,218,4,10,5,6,7,23,289
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",151,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:36:42",1638,1619,8,11,0,701,690,0,11,0,681,20,1700,999,94,27,57,225,10,9,5,6,12,18,218
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",150,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:47",1591,1573,5,13,0,746,732,1,13,0,723,23,1600,854,84,21,25,273,7,8,5,13,6,19,262
