precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNGUR CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CONŢIŞ IOAN-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
33,SĂLAJ,"CAMIN CULTURAL",159,GÂLGĂU,141134,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:39:11",390,366,0,18,6,221,197,0,18,6,209,12,402,181,172,37
33,SĂLAJ,"CAMIN CULTURAL",157,GÂLGĂU,141134,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:56:01",109,97,0,8,4,109,97,0,8,4,108,1,163,54,64,44
33,SĂLAJ,"IMOBIL TIP CONTAINER",158,GÂLGĂU,141134,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:39:41",347,316,0,17,14,205,174,0,17,14,196,9,350,145,175,21
33,SĂLAJ,"LICEUL TEHNOLOGIC",153,GÂLGĂU,141134,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:14",492,457,2,18,15,359,326,0,18,15,349,10,510,151,276,73
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",155,GÂLGĂU,141134,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:47:15",287,222,0,50,15,242,177,0,50,15,242,0,265,23,236,6
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",154,GÂLGĂU,141134,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:06:54",208,185,2,11,10,125,104,0,11,10,119,5,207,83,105,14
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",156,GÂLGĂU,141134,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:56:00",85,74,0,11,0,52,41,0,11,0,49,3,93,41,33,16
