precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STREZA VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","SUCIU ALEXANDRU-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
34,SIBIU,"DISPENSARUL MEDICAL CHESLER",301,MICĂSASA,144991,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:00:14",57,41,0,12,4,47,31,0,12,4,47,0,50,3,22,25
34,SIBIU,"ȘCOALA GIMNAZIALĂ ”CORNELIU PĂCURARIU” MICĂSASA",300,MICĂSASA,144991,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:12:16",1147,1067,0,39,41,820,740,0,39,41,802,17,1182,363,349,453
34,SIBIU,"ȘCOALA PRIMARĂ ŢAPU",302,MICĂSASA,144991,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:50:33",564,533,0,11,20,341,310,0,11,20,333,8,609,268,215,118
