precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENE ROMELIA-LUMINIŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","DIACONU VASILICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","OPREA ION-PARTIDUL MIȘCAREA POPULARĂ-voturi","DĂNCIULOIU MARIAN-OVIDIU-PARTIDUL ROMÂNI PENTRU ROMÂNIA-voturi","ZAMFIR CĂTĂLIN-MIHAI-PARTIDUL ROMÂNIA MARE-voturi"
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT COADA MALULUI",469,MĂGURELE,134014,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:23:50",693,689,0,4,0,384,380,0,4,0,359,14,758,385,71,246,17,15,10
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT IAZU",470,MĂGURELE,134014,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:22",504,504,0,0,0,315,315,0,0,0,305,10,553,238,47,208,16,11,23
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA MAGURELE-INVĂŢĂMÂNT PRIMAR",468,MĂGURELE,134014,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:21",1360,1355,3,2,0,731,728,1,2,0,710,21,1494,763,59,459,59,68,65
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA MĂGURELE-INVĂŢĂMÂNT PRIMAR",467,MĂGURELE,134014,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:26:32",1239,1238,0,1,0,618,617,0,1,0,597,21,1356,738,54,422,29,22,70
