precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHERMAN IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂNILĂ AUREL-EMIL-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DAVID PRODAN” SĂLIȘTEA",369,SĂLIŞTEA,7044,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:20:11",1128,1064,3,30,31,853,789,3,30,31,840,13,1110,257,475,365
1,ALBA,"ŞCOALA PRIMARĂ MĂRGINENI",370,SĂLIŞTEA,7044,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:32:54",55,46,0,9,0,36,27,0,9,0,36,0,60,24,21,15
1,ALBA,"ŞCOALA PRIMARĂ SĂLIŞTEA-DEAL",371,SĂLIŞTEA,7044,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:44",244,230,0,7,7,191,177,0,7,7,184,7,270,79,95,89
1,ALBA,"ŞCOALA PRIMARĂ TĂRTĂRIA",372,SĂLIŞTEA,7044,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:57:02",580,552,0,8,20,449,421,0,8,20,436,13,667,218,289,147
