precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA STANITA",426,STĂNIŢA,124331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:44",347,341,1,2,3,147,142,0,2,3,141,6,400,253,54,8,36,43
29,NEAMŢ,"SCOALA PRIMARA NR.1 TODIRENI",430,STĂNIŢA,124331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:11",223,217,0,5,1,115,109,0,5,1,107,8,300,185,80,4,3,20
29,NEAMŢ,"SCOALA PRIMARA NR.2 GHIDION",428,STĂNIŢA,124331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:33:05",288,284,0,3,1,137,133,0,3,1,132,5,300,163,85,8,17,22
29,NEAMŢ,"SCOALA PRIMARA NR.3 VEJA",431,STĂNIŢA,124331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:53",244,241,0,1,2,141,138,0,1,2,135,6,300,159,96,8,8,23
29,NEAMŢ,"SCOALA PRIMARA NR.4 POIENILE OANCEI",429,STĂNIŢA,124331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:13:31",190,186,0,4,0,86,82,0,4,0,81,5,200,114,44,7,23,7
29,NEAMŢ,"SCOALA PRIMARA NR. 5 CHICEREA",427,STĂNIŢA,124331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:02",209,203,0,4,2,99,93,0,4,2,98,1,300,201,55,4,24,15
