precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CERCEL NICOLAE-CRISTINEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","MERLĂ CRISTIAN-MĂDĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CORAVU PETRE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢUCU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"ŞCOALA GENERALĂ CALAPĂRU",164,BORĂSCU,79157,3,PART,PRCNCT,P,P_SV,"2024-06-12 09:24:32",646,638,1,6,1,362,355,0,6,1,348,14,700,338,23,25,119,181
20,GORJ,"ŞCOALA GENERALĂ CU CLASELE I-IV BORĂSCU",163,BORĂSCU,79157,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:49",906,895,0,10,1,540,529,0,10,1,527,13,1000,460,20,56,105,346
20,GORJ,"ŞCOALA GENERALĂ CU CLASELE I-IV MENŢII DIN DOS",165,BORĂSCU,79157,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:38",540,532,0,6,2,353,345,0,6,2,338,15,600,247,16,24,27,271
20,GORJ,"ŞCOALA GIMNAZIALĂ MILUTA",166,BORĂSCU,79157,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:47",468,461,0,4,3,199,192,0,4,3,184,15,484,285,10,7,19,148
