precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"SCOALA GENERALA CU CLASELE I-VIII ION STRAT GIOSENI",368,GIOSENI,26346,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:07",1127,1125,0,2,0,433,431,0,2,0,413,20,1200,767,153,209,32,19
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII ION STRAT GIOSENI",367,GIOSENI,26346,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:54:53",1238,1236,0,2,0,592,590,0,2,0,572,20,1300,708,178,319,43,32
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII ION STRAT GIOSENI",366,GIOSENI,26346,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:24:31",866,866,0,0,0,386,386,0,0,0,362,24,1000,614,120,186,30,26
