precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COSTACHE IONUŢ-LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","CATALAN ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SANDU ADRIAN-MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","RĂDOI DAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"LICEUL TEORETIC IANCU .C.VISARION",129,"ORAŞ TITU",66081,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:27:17",1383,1360,2,11,10,900,878,1,11,10,875,21,1510,614,461,20,365,29
16,DÂMBOVIŢA,"LICEUL TEORETIC IANCU .C.VISARION",128,"ORAŞ TITU",66081,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:25",1187,1169,3,4,11,658,643,0,4,11,639,19,1290,632,385,27,213,14
16,DÂMBOVIŢA,"LICEUL TEORETIC IANCU C.VISARION",127,"ORAŞ TITU",66081,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:54:09",1050,1044,0,1,5,633,627,0,1,5,619,14,1150,517,307,24,271,17
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA NR. 2 TITU",123,"ORAŞ TITU",66081,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:24:20",1235,1211,0,4,20,730,706,0,4,20,711,19,1338,608,325,23,337,26
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA NR. 2 TITU",124,"ORAŞ TITU",66081,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:57",1028,1014,1,9,4,614,601,0,9,4,594,20,1110,496,276,22,284,12
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA PICTOR NICOLAE GRIGORESCU",126,"ORAŞ TITU",66081,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:41:36",1287,1255,0,20,12,789,757,0,20,12,762,21,1390,607,383,25,330,24
16,DÂMBOVIŢA,"ȘCOALA SĂLCUȚA",125,"ORAŞ TITU",66081,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:30:20",1080,1059,1,6,14,661,641,0,6,14,638,23,1170,509,255,36,337,10
