precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BULUMACI VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IFRIM ŞTEFĂNIŢĂ-LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","BORA SEVASTIŢA-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHALACHE VALENTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUŞCĂ CONSTANTIN-PARTIDUL S.O.S. ROMÂNIA-voturi","STAICU CONSTANTIN-FORȚA DREPTEI-voturi","DANCIU CLAUDIU-MARIUS-PARTIDUL OLTENILOR-voturi"
17,DOLJ,"CAMIN CULTURAL ALBESTI",495,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:00:08",1290,1232,2,56,0,749,693,0,56,0,727,22,1302,553,46,516,89,33,10,11,22
17,DOLJ,"CAMIN CULTURAL DUDOVICESTI",496,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:13",1015,973,3,38,1,550,512,0,38,0,536,14,1000,450,81,303,49,44,16,33,10
17,DOLJ,"CAMIN CULTURAL FLORESTI",497,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:20:02",673,638,0,35,0,363,328,0,35,0,352,11,800,437,36,209,26,20,14,37,10
17,DOLJ,"GRADINITA LESILE",499,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:33",753,726,0,27,0,442,415,0,27,0,430,12,800,358,25,245,97,0,5,9,49
17,DOLJ,"SCOALA IZVOR",498,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:38",651,621,0,26,4,433,403,0,26,4,420,13,700,267,29,280,46,15,8,6,36
17,DOLJ,"SCOALA MILESTI",500,"ŞIMNICU DE SUS",70174,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:31:59",648,611,1,32,4,395,359,0,32,4,383,12,700,305,19,285,43,5,3,13,15
