precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 COMUNA POIANA,JUDETUL GALATI",380,POIANA,77587,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:35",1078,986,1,52,39,625,535,1,52,37,591,34,1089,464,455,136
18,GALAŢI,"SCOALA PRIMARA NR.1 SAT VISINA, COMUNA POIANA, JUDETUL GALATI",381,POIANA,77587,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:06:44",396,358,0,20,18,268,230,0,20,18,242,25,399,132,184,58
