precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIŞE CĂLIN-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DAVID EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL",446,MĂDĂRAS,30014,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:39:35",198,190,0,8,0,122,114,0,8,0,118,4,207,85,23,95
5,BIHOR,"GRĂDINIȚA HOMOROG",444,MĂDĂRAS,30014,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:54",600,570,1,12,17,404,375,0,12,17,398,6,629,225,130,268
5,BIHOR,"ŞCOALA CU CLASELE I-VIII",445,MĂDĂRAS,30014,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:37",758,724,4,6,24,451,421,0,6,24,430,21,821,370,61,369
5,BIHOR,"ȘCOALA CU CLASELE I.-VIII",443,MĂDĂRAS,30014,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:30",798,780,1,8,9,493,475,1,8,9,483,10,866,373,64,419
