precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"GRĂDINIŢA CU PROGRAM NORMAL IZBICENI",234,IZBICENI,127368,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:53:38",1461,1451,0,1,9,993,983,0,1,9,968,25,1608,615,370,169,50,379
30,OLT,"ŞCOALA NOUA",235,IZBICENI,127368,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:10:36",1310,1292,0,6,12,940,922,0,6,12,894,46,1430,490,385,149,33,327
30,OLT,"ŞCOALA VECHE",233,IZBICENI,127368,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:50:52",906,896,0,3,7,630,620,0,3,7,616,14,1051,421,214,116,12,274
