precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DIAC IRINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROŞU MATEI-PARTIDUL SOCIAL DEMOCRAT-voturi","LUPU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","CÂŞU MAGDALENA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","STOICAN NICOLAE-PARTIDUL S.O.S. ROMÂNIA-voturi","HORCHIDAN DORINEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
4,BACĂU,"GRĂDINIŢA PUSTIANA",513,PÂRJOL,24338,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:11:18",689,669,0,9,11,238,218,0,9,11,216,22,700,462,26,36,110,35,4,5
4,BACĂU,"ŞCOALA CU CLASELE .I-VIII PUSTIANA",514,PÂRJOL,24338,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:26",829,808,0,12,9,287,266,0,12,9,264,23,900,613,35,47,121,46,2,13
4,BACĂU,"ȘCOALA GIMNAZIALĂ TĂRÂȚA",515,PÂRJOL,24338,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:56:46",357,349,0,5,3,357,349,0,5,3,339,18,900,543,14,12,269,1,16,27
4,BACĂU,"ŞCOALA SATUL BĂHNĂŞENI",508,PÂRJOL,24338,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:29:32",681,671,0,9,1,350,340,0,9,1,343,7,700,350,8,15,72,1,15,232
4,BACĂU,"ŞCOALA SATUL BĂRNEŞTI",509,PÂRJOL,24338,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:16:57",84,74,0,10,0,84,74,0,10,0,78,6,200,116,4,15,48,1,2,8
4,BACĂU,"ŞCOALA SATUL BĂSEŞTI",510,PÂRJOL,24338,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:27:24",426,418,0,6,2,171,163,0,6,2,155,10,500,335,29,19,77,2,14,14
4,BACĂU,"ŞCOALA SATUL CÎMPENI",511,PÂRJOL,24338,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:39:04",484,471,0,6,7,209,196,0,6,7,194,15,500,291,23,19,97,3,8,44
4,BACĂU,"ŞCOALA SATUL HĂINEALA",512,PÂRJOL,24338,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:31:43",199,189,0,8,2,83,73,0,8,2,81,2,204,121,5,7,58,1,6,4
4,BACĂU,"ŞCOALA SATUL PÎRJOL",507,PÂRJOL,24338,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:38",761,752,1,6,2,257,249,0,6,2,246,11,800,543,19,12,148,3,5,59
