precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","TUDOR-PRUNDAR PETRU-voturi"
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL CRASNA",191,"SITA BUZĂULUI",63688,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:01",451,451,0,0,0,248,248,0,0,0,236,12,500,252,62,39,115,1,4,15
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 SITA BUZĂULUI",190,"SITA BUZĂULUI",63688,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:31",873,870,0,1,2,512,509,0,1,2,482,30,1000,488,54,97,288,19,1,23
15,COVASNA,"PRIMĂRIA SITA BUZĂULUI",188,"SITA BUZĂULUI",63688,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:05",1223,1212,0,8,3,730,719,0,8,3,701,29,1284,554,104,223,310,11,4,49
15,COVASNA,"ŞCOALA GIMNAZIALĂ NR.2 SITA BUZĂULUI",189,"SITA BUZĂULUI",63688,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:48",830,817,5,6,2,442,433,1,6,2,420,22,900,458,26,123,256,8,1,6
15,COVASNA,"ŞCOALA GIMNAZIALĂ ZĂBRĂTĂU",192,"SITA BUZĂULUI",63688,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:33",437,430,0,6,1,261,254,0,6,1,248,13,500,239,32,33,140,18,4,21
